# Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer
5,慣勝積極 ,A345,NZ,Batroun,DR PROACTIVE,18/09/2013,----,PPG,Denman,5cc1847dcce52f167ae990fe,126,Class 4,A345,2018/05/30,1044,1200M,2,1:09.13,GOOD,DR PROACTIVE,4,Z Purton,-,880000,5.2,1,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,5 3 1,D J Hall
5,勇冠多 ,V376,NZ,Godspell,FLYING GODSPELL,12/11/2013,----,PPG,Per Incanto,5cc1847dcce52f167ae990ff,119,Class 4,V376,2018/05/30,1080,1200M,7,1:09.30,GOOD,FLYING GODSPELL,11,K C Leung,1-1/4,880000,8.8,2,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,2 2 2,Y S Tsui
8,君悅灣 ,P421,NZ,Haberdashery,GRAND HARBOUR,16/11/2010,----,PPG,Savabeel,5cc1847dcce52f167ae99100,116,Class 4,P421,2018/05/30,1192,1200M,5,1:09.58,GOOD,GRAND HARBOUR,8,H N Wong,3,880000,4.1,3,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,4 5 3,C W Chang
5,領闖者 ,A399,AUS,Kylie's Way,MAJESTIC ENDEAVOUR,29/09/2013,Sacred Way,PP,High Chaparral,5cc1847dcce52f167ae99102,128,Class 4,A399,2018/05/30,1139,1200M,11,1:09.90,GOOD,MAJESTIC ENDEAVOUR,3,O Doleuze,4-3/4,880000,11,5,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,12 11 5,C Fownes
6,鑽石達人 ,V341,AUS,Aqua d'Amore,DIAMOND LEGEND,30/09/2012,Northern Legend,PP,More Than Ready,5cc1847dcce52f167ae99103,120,Class 4,V341,2018/05/30,1132,1200M,1,1:09.92,GOOD,DIAMOND LEGEND,9,U Rispoli,5,880000,12,6,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,8 6 6,P O'Sullivan
7,航天勇將 ,V010,AUS,Hint Of Glory,MANFUL STAR,29/10/2011,----,PPG,Northern Meteor,5cc1847dcce52f167ae99104,120,Class 4,V010,2018/05/30,1128,1200M,4,1:10.08,GOOD,MANFUL STAR,10,K Teetan,6,880000,5.1,7,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,11 10 7,P F Yiu
4,幸運健康 ,B177,AUS,Follonica,LEVANTE,07/09/2014,Levante,PPG,Sepoy,5cc1847dcce52f167ae99105,125,Class 4,B177,2018/05/30,1187,1200M,6,1:10.11,GOOD,LEVANTE,6,S Clipperton,6,880000,35,8,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,6 8 8,M J Freedman
8,大收成 ,T073,AUS,Dance Move,MASSIVE MOVE,28/08/2010,Rhythmic Cat,PPG,Tale Of The Cat,5cc1847dcce52f167ae99106,117,Class 4,T073,2018/05/30,1103,1200M,10,1:10.21,GOOD,MASSIVE MOVE,12,M L Yeung,6-3/4,880000,19,9,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,3 4 9,L Ho
5,精算齊同 ,B102,IRE,Malta,ALPHA HEDGE,08/04/2014,----,PPG,Sir Prancealot,5cc1847dcce52f167ae99109,125,Class 4,B102,2018/05/30,1165,1200M,8,1:10.66,GOOD,ALPHA HEDGE,2,K C Ng,9-1/2,880000,158,12,ST,HAP MUN BAY HANDICAP,4,ALL WEATHER TRACK,10 12 12,K W Lui
6,大步走 ,V336,NZ,Opus Four,GRAN MASTER,02/10/2012,----,ISG,Mastercraftsman,5cc1847dcce52f167ae9910c,133,Class 4,V336,2018/05/30,1132,1650M,7,1:39.11,GOOD,GRAN MASTER,1,N Callan,1/2,880000,14,3,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,5 6 7 3,L Ho
5,爪皇轟天 ,A291,NZ,Brookster,GOUTEN OF GARO,06/12/2013,Percali,PPG,Per Incanto,5cc1847dcce52f167ae9910d,120,Class 4,A291,2018/05/30,1098,1650M,3,1:39.12,GOOD,GOUTEN OF GARO,8,D Whyte,1/2,880000,28,4,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,3 3 2 4,W Y So
5,金獅雷將 ,A325,FR,Sanjida,CHATER THUNDER,11/02/2014,----,ISG,Oasis Dream,5cc1847dcce52f167ae9910e,128,Class 4,A325,2018/05/30,1011,1650M,10,1:39.14,GOOD,CHATER THUNDER,2,K Teetan,1/2,880000,20,5,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,9 9 11 5,D E Ferraris
5,神乎其技 ,A174,AUS,Montaza,MASTER BERNINI,28/08/2013,Master Bernini,PPG,Bernardini,5cc1847dcce52f167ae9910f,120,Class 4,A174,2018/05/30,1020,1650M,1,1:39.32,GOOD,MASTER BERNINI,9,Z Purton,1-3/4,880000,2.6,6,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,7 7 5 6,M J Freedman
5,烽煙四喜 ,A036,AUS,Jarada,ELUSIVE STATE,22/08/2013,Elusive State,PP,All American,5cc1847dcce52f167ae99111,118,Class 4,A036,2018/05/30,1073,1650M,11,1:39.39,GOOD,ELUSIVE STATE,12,A Sanna,2-1/4,880000,16,8,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,13 13 12 8,D Cruz
6,悅目星光 ,A137,AUS,Jeunes Knight,STARLIT KNIGHT,08/11/2012,All Gee,PP,Fath,5cc1847dcce52f167ae99112,119,Class 4,A137,2018/05/30,1078,1650M,8,1:39.64,GOOD,STARLIT KNIGHT,11,K C Leung,3-3/4,880000,8.3,9,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,10 10 8 9,Y S Tsui
6,快樂魔王 ,A197,IRE,Christinas Letter,OPEN HOUSE,11/03/2013,Open House,PP,Vocalised,5cc1847dcce52f167ae99113,123,Class 4,A197,2018/05/30,1047,1650M,4,1:39.65,GOOD,OPEN HOUSE,6,B Prebble,3-3/4,880000,62,10,ST,KIU TSUI HANDICAP,5,ALL WEATHER TRACK,1 1 1 10,D J Hall
5,勇闖者 ,A030,AUS,Black Mamba,INFINITY ENDEAVOUR,19/11/2013,Rock The Mamba,PPG,Fastnet Rock,5cc1847dcce52f167ae99118,130,Class 3,A030,2018/05/30,1103,1200M,6,1:08.80,GOOD,INFINITY ENDEAVOUR,6,J Moreira,-,1310000,3.6,1,ST,CAFETERIA HANDICAP,6,ALL WEATHER TRACK,9 7 1,J Size
5,朝五晚九 ,B330,IRE,Gentle On My Mind,SOLOMON'S BAY,06/03/2014,Solomon's Bay,PP,Exceed And Excel,5cc1847dcce52f167ae9911a,133,Class 3,B330,2018/05/30,1021,1200M,7,1:08.88,GOOD,SOLOMON'S BAY,1,K Teetan,1/2,1310000,14,3,ST,CAFETERIA HANDICAP,6,ALL WEATHER TRACK,7 5 3,F C Lor
5,冰糖葫蘆 ,A244,GB,Miss Rimex,NUCLEAR POWER,16/03/2014,Nuclear Power,PP,Equiano,5cc1847dcce52f167ae9911d,119,Class 3,A244,2018/05/30,1064,1200M,3,1:09.16,GOOD,NUCLEAR POWER,9,A Sanna,2-1/4,1310000,9.1,6,ST,CAFETERIA HANDICAP,6,ALL WEATHER TRACK,6 4 6,D J Hall
8,英勇大師 ,S212,AUS,Jessepic,KEY WITNESS,03/10/2010,Fujimoto,PPG,Show A Heart,5cc1847dcce52f167ae99120,131,Class 3,S212,2018/05/30,1196,1200M,10,1:09.57,GOOD,KEY WITNESS,4,U Rispoli,4-3/4,1310000,39,9,ST,CAFETERIA HANDICAP,6,ALL WEATHER TRACK,12 11 9,A S Cruz
7,彩福 ,T371,AUS,Mezentseva,MIDNIGHT RATTLER,10/11/2011,Midnight Rattler,PP,Clang,5cc1847dcce52f167ae99122,120,Class 3,T371,2018/05/30,1146,1200M,2,1:13.13,GOOD,MIDNIGHT RATTLER,8,S Clipperton,27,1310000,22,11,ST,CAFETERIA HANDICAP,6,ALL WEATHER TRACK,5 8 11,J Moore
5,鑽得勁 ,A391,AUS,County Tale,SPEEDY KING,10/09/2013,Tooronga,PPG,Toorak Toff,5cc1847dcce52f167ae99124,119,Class 3,A391,2018/05/30,1108,1200M,4,1:08.90,GOOD,SPEEDY KING,12,J Moreira,-,1310000,2.5,1,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,4 4 1,P F Yiu
6,索先生 ,T330,AUS,County Mayo,MR PICASSO,09/08/2012,----,ISG,Exceed And Excel,5cc1847dcce52f167ae99126,119,Class 3,T330,2018/05/30,1144,1200M,1,1:09.14,GOOD,MR PICASSO,10,C Schofield,1-1/2,1310000,38,3,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,6 5 3,D J Hall
5,大風暴 ,B055,AUS,Isn't She Fabulous,STORM SIGNAL,25/09/2013,Mulder,PP,Foxwedge,5cc1847dcce52f167ae99127,131,Class 3,B055,2018/05/30,1162,1200M,12,1:09.24,GOOD,STORM SIGNAL,2,Z Purton,2,1310000,5,4,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,2 2 4,J Moore
6,金地飛客 ,V161,NZ,Showusyourpins,GOLDIE FLANKER,21/09/2012,----,PPG,Rip Van Winkle,5cc1847dcce52f167ae99128,119,Class 3,V161,2018/05/30,1195,1200M,6,1:09.27,GOOD,GOLDIE FLANKER,8,K Teetan,2-1/4,1310000,5.8,5,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,11 10 5,P O'Sullivan
5,好友無敵 ,A217,AUS,Ambitious Lady,ALL BEST FRIENDS,15/08/2013,Pyx Chamber,PP,Street Cry,5cc1847dcce52f167ae99129,124,Class 3,A217,2018/05/30,1068,1200M,2,1:09.35,GOOD,ALL BEST FRIENDS,4,M L Yeung,2-3/4,1310000,9.8,6,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,8 7 6,K L Man
9,頌友 ,N360,NZ,Mrs Zoff,HEARTS KEEPER,10/09/2009,----,PPG,Keeper,5cc1847dcce52f167ae9912a,119,Class 3,N360,2018/05/30,1268,1200M,7,1:09.39,GOOD,HEARTS KEEPER,9,A Sanna,3,1310000,17,7,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,5 6 7,D E Ferraris
6,心慷慨 ,V394,USA,Shakaleena,GENEROUS HEART,31/03/2013,Brindisi,PPG,D' Funnybone,5cc1847dcce52f167ae9912b,129,Class 3,V394,2018/05/30,1125,1200M,9,1:09.64,GOOD,GENEROUS HEART,3,U Rispoli,4-3/4,1310000,13,8,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,9 11 8,C H Yip
5,大紅包 ,B246,AUS,Sprung,MASSIVE POCKET,19/09/2013,Verstappen,PP,Stratum,5cc1847dcce52f167ae9912d,126,Class 3,B246,2018/05/30,1051,1200M,11,1:10.32,GOOD,MASSIVE POCKET,6,S Clipperton,9,1310000,12,10,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,1 1 10,K W Lui
5,美麗動力 ,B149,GB,Michelle Shift,BEAUTY ENERGY,28/02/2014,Son Of The Stars,PP,Delegator,5cc1847dcce52f167ae9912e,126,Class 3,B149,2018/05/30,1054,1200M,8,1:11.03,GOOD,BEAUTY ENERGY,5,N Callan,13-1/4,1310000,22,11,ST,CHEUNG SHA HANDICAP,7,ALL WEATHER TRACK,7 8 11,W Y So
5,逍遙自在 ,B210,IRE,Queenie Keen,GLORIOUS ARTIST,02/02/2014,Glorious Artist,PP,Zoffany,5cc1847dcce52f167ae99130,128,Class 3,B210,2018/05/30,1068,1650M,7,1:38.20,GOOD,GLORIOUS ARTIST,4,Z Purton,-,1310000,3.1,1,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,2 3 3 1,F C Lor
7,恆駿寶駒 ,T262,NZ,Bislieri,HANG'S DECISION,15/09/2011,----,PPG,Postponed,5cc1847dcce52f167ae99131,124,Class 3,T262,2018/05/30,1099,1650M,2,1:38.29,GOOD,HANG'S DECISION,6,B Prebble,1/2,1310000,9.6,2,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,3 4 4 2,W Y So
5,架勢 ,A222,AUS,Jujube,REMARKABLE,05/09/2013,----,PPG,More Than Ready,5cc1847dcce52f167ae99132,116,Class 3,A222,2018/05/30,1072,1650M,5,1:38.29,GOOD,REMARKABLE,11,J Moreira,1/2,1310000,3.5,3,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,10 10 10 3,J Size
8,旅遊首席 ,T098,IRE,Starship,TRAVEL FIRST,19/03/2011,Bilimbi,PP,Duke Of Marmalade,5cc1847dcce52f167ae99133,110,Class 3,T098,2018/05/30,1201,1650M,3,1:38.47,GOOD,TRAVEL FIRST,13,H N Wong,1-3/4,1310000,11,4,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,8 7 5 4,C H Yip
6,皇者勝利 ,V405,GB,Quadri,ROYAL PERFORMER,18/04/2013,Turn Tide,PP,Medicean,5cc1847dcce52f167ae99134,133,Class 3,V405,2018/05/30,1012,1650M,9,1:38.49,GOOD,ROYAL PERFORMER,1,D Whyte,1-3/4,1310000,7.4,5,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,13 13 12 5,C Fownes
5,黃埔之星 ,B146,FR,Atlantic Slew,WHAMPOA STAR,02/03/2014,Phoceen,PP,Myboycharlie,5cc1847dcce52f167ae99135,118,Class 3,B146,2018/05/30,1132,1650M,1,1:38.50,GOOD,WHAMPOA STAR,10,K C Leung,1-3/4,1310000,13,6,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,1 2 1 6,Y S Tsui
6,四千金 ,V362,AUS,Whinewomen'N'song,NAVAS,26/08/2012,Crowley,PP,Written Tycoon,5cc1847dcce52f167ae99137,113,Class 3,V362,2018/05/30,1075,1650M,10,1:38.75,GOOD,NAVAS,12,M L Yeung,3-1/2,1310000,127,8,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,6 6 6 8,R Gibson
5,威威心得 ,B052,IRE,Biz Bar,BIZ POWER,20/04/2014,Biz Power,PP,Power,5cc1847dcce52f167ae9913d,128,Class 3,B052,2018/05/30,1042,1650M,8,1:42.90,GOOD,BIZ POWER,3,U Rispoli,29-1/4,1310000,23,14,ST,CLEAR WATER BAY HANDICAP,8,ALL WEATHER TRACK,9 9 13 14,M J Freedman
3,銀照收 ,B344,NZ,Glam Slam,ROMANTIC BONANZA,23/08/2015,Graffiti Boy,PPG,Savabeel,5cc1847dcce52f167ae9913e,120,Griffin Race,B344,2018/05/27,1118,1200M,2,1:10.10,GOOD,ROMANTIC BONANZA,7,T Berry,-,820000,5.3,1,ST,LIBERATOR PLATE,1,TURF - A Course,3 2 1,C S Shum
4,盈多福 ,B375,GB,Maid For Winning,SUPER MODEL,31/03/2015,----,ISG,Harbour Watch,5cc1847dcce52f167ae9913f,129,Griffin Race,B375,2018/05/27,1114,1200M,5,1:10.36,GOOD,SUPER MODEL,6,Z Purton,1-1/2,820000,1.6,2,ST,LIBERATOR PLATE,1,TURF - A Course,1 1 2,C S Shum
4,兵貴神速 ,B299,GER,Navajo Queen,RULETHEROOST,01/01/2015,----,PPG,Redoute's Choice,5cc1847dcce52f167ae99140,129,Griffin Race,B299,2018/05/27,1137,1200M,7,1:10.56,GOOD,RULETHEROOST,4,A Sanna,2-3/4,820000,7.1,3,ST,LIBERATOR PLATE,1,TURF - A Course,7 6 3,F C Lor
4,極速駿馬 ,B211,GB,Sunburnt,SPEED VISION,29/04/2015,----,PPG,Helmet,5cc1847dcce52f167ae99141,129,Griffin Race,B211,2018/05/27,1144,1200M,6,1:10.83,GOOD,SPEED VISION,5,J Moreira,4-1/2,820000,6.7,4,ST,LIBERATOR PLATE,1,TURF - A Course,4 4 4,F C Lor
4,非同凡響 ,B242,IRE,Box Of Frogs,ROCKAGE,16/04/2015,----,PPG,Society Rock,5cc1847dcce52f167ae99144,129,Griffin Race,B242,2018/05/27,1025,1200M,3,1:11.20,GOOD,ROCKAGE,3,C Schofield,6-3/4,820000,14,7,ST,LIBERATOR PLATE,1,TURF - A Course,2 3 7,F C Lor
5,霸勝 ,A270,NZ,Miraculous Miss,GOKO,01/09/2013,----,PPG,O'Reilly,5cc1847dcce52f167ae99145,124,Class 4,A270,2018/05/27,1292,1000M,4,0:55.88,GOOD,GOKO,11,Z Purton,-,880000,2.4,1,ST,PACKING WINNER HANDICAP,2,TURF - A Course,2 1 1,C H Yip
4,雷電寶 ,B259,NZ,Authentic Desire,LIGHTNING TREASURE,07/11/2014,----,PPG,Swiss Ace,5cc1847dcce52f167ae99147,125,Class 4,B259,2018/05/27,1178,1000M,11,0:56.21,GOOD,LIGHTNING TREASURE,8,A Sanna,2,880000,10,3,ST,PACKING WINNER HANDICAP,2,TURF - A Course,4 3 3,P F Yiu
4,龍串鳳 ,B116,AUS,Jemison,COMPLACENCY,14/09/2014,Complacency,PPG,Charge Forward,5cc1847dcce52f167ae99148,131,Class 4,B116,2018/05/27,1119,1000M,3,0:56.35,GOOD,COMPLACENCY,2,J Moreira,3,880000,7,4,ST,PACKING WINNER HANDICAP,2,TURF - A Course,6 5 4,M J Freedman
5,霽月高風 ,V385,AUS,Gemadaily,LUNAR ZEPHYR,16/08/2013,Commanding Gema,PPG,Commands,5cc1847dcce52f167ae99149,124,Class 4,V385,2018/05/27,1070,1000M,9,0:56.54,GOOD,LUNAR ZEPHYR,12,B Prebble,4,880000,6.4,5,ST,PACKING WINNER HANDICAP,2,TURF - A Course,1 2 5,W Y So
5,陽明豐豐 ,B016,NZ,Limelight,GLITTERING ARMOUR,01/10/2013,----,PPG,Battle Paint,5cc1847dcce52f167ae9914a,115,Class 4,B016,2018/05/27,1194,1000M,12,0:56.91,GOOD,GLITTERING ARMOUR,14,C Y Ho,6-1/2,880000,17,6,ST,PACKING WINNER HANDICAP,2,TURF - A Course,11 10 6,K W Lui
4,泰益善 ,B358,AUS,Music Review,CHARITY GRAND,09/09/2014,----,ISG,Exceed And Excel,5cc1847dcce52f167ae9914b,123,Class 4,B358,2018/05/27,1033,1000M,2,0:56.99,GOOD,CHARITY GRAND,5,M L Yeung,7,880000,12,7,ST,PACKING WINNER HANDICAP,2,TURF - A Course,10 8 7,C S Shum
4,無價寶 ,B254,AUS,Everswindell,PRECIOUS SWEETIE,11/10/2014,----,PPG,Fastnet Rock,5cc1847dcce52f167ae9914d,122,Class 4,B254,2018/05/27,1115,1000M,7,0:57.26,GOOD,PRECIOUS SWEETIE,9,K C Ng,8-1/2,880000,204,9,ST,PACKING WINNER HANDICAP,2,TURF - A Course,3 6 9,L Ho
4,不忘初心 ,B231,AUS,Mosoru,KEEP GOING,10/08/2014,Collecting Curency,PPG,Testa Rossa,5cc1847dcce52f167ae9914e,125,Class 4,B231,2018/05/27,1090,1000M,5,0:57.37,GOOD,KEEP GOING,7,K Teetan,9-1/4,880000,48,10,ST,PACKING WINNER HANDICAP,2,TURF - A Course,9 13 10,Y S Tsui
5,靈鋒 ,A245,IRE,Gwyllion,FORTUNE PATROL,12/04/2014,Bahamas,PP,Rip Van Winkle,5cc1847dcce52f167ae99150,130,Class 4,A245,2018/05/27,1026,1000M,1,0:57.52,GOOD,FORTUNE PATROL,3,K C Leung,10-1/4,880000,41,12,ST,PACKING WINNER HANDICAP,2,TURF - A Course,13 12 12,P O'Sullivan
5,陽光 ,A371,NZ,Bantry Bay,SUNNY POWER,04/11/2013,----,PPG,Tavistock,5cc1847dcce52f167ae99153,127,Class 4,A371,2018/05/27,1121,1600M,3,1:35.98,GOOD,SUNNY POWER,6,Z Purton,-,880000,2.6,1,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,9 7 5 1,K W Lui
8,勇駒 ,S260,NZ,Enzed,HEROIC GURU,01/11/2010,Heroic Guru,PP,Gallant Guru,5cc1847dcce52f167ae99154,131,Class 4,S260,2018/05/27,1088,1600M,8,1:36.02,GOOD,HEROIC GURU,3,J Moreira,N,880000,10,2,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,11 10 8 2,D J Hall
5,醒目再臨 ,A314,IRE,Aniarnota,SMART CHARADE,04/02/2014,----,ISG,Fastnet Rock,5cc1847dcce52f167ae99156,129,Class 4,A314,2018/05/27,1115,1600M,11,1:36.24,GOOD,SMART CHARADE,5,A Sanna,1-3/4,880000,8.8,4,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,6 4 3 4,W Y So
6,盛勢 ,V243,GB,Break Of Dawn,THE FULL BLOOM,18/02/2013,Grey Morning,PP,Zebedee,5cc1847dcce52f167ae99157,111,Class 4,V243,2018/05/27,1061,1600M,9,1:36.30,GOOD,THE FULL BLOOM,11,H N Wong,2,880000,15,5,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,1 1 1 5,C H Yip
5,如沐春風 ,B150,IRE,Drops,ENJOYABLE SUCCESS,14/02/2014,Majoris,PP,Frankel,5cc1847dcce52f167ae99158,130,Class 4,B150,2018/05/27,1028,1600M,10,1:36.30,GOOD,ENJOYABLE SUCCESS,4,O Doleuze,2,880000,42,6,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,12 12 12 6,C W Chang
5,佳運喜 ,A237,IRE,Defined Feature,MEGA TREASURE,23/04/2014,Grand Coalition,PP,Kodiac,5cc1847dcce52f167ae99159,113,Class 4,A237,2018/05/27,1034,1600M,5,1:36.42,GOOD,MEGA TREASURE,13,M L Yeung,2-3/4,880000,9,7,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,2 3 4 7,A Lee
6,精選直前 ,V329,IRE,Amenixa,GOOD CHOICE AHEAD,12/05/2013,----,ISG,Fastnet Rock,5cc1847dcce52f167ae9915a,118,Class 4,V329,2018/05/27,1119,1600M,1,1:36.49,GOOD,GOOD CHOICE AHEAD,8,C Schofield,3-1/4,880000,5.9,8,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,5 6 7 8,L Ho
6,紅麗舍 ,A005,GB,Red Boots,RED ELYSEES,18/02/2013,----,PPG,Champs Elysees,5cc1847dcce52f167ae9915b,133,Class 4,A005,2018/05/27,1137,1600M,6,1:36.54,GOOD,RED ELYSEES,1,S Clipperton,3-1/2,880000,14,9,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,8 9 10 9,K L Man
5,皇家魅力 ,A356,AUS,Matter,ROYAL CHOCOLATE,13/10/2013,Royal Chocolate,PPG,So You Think,5cc1847dcce52f167ae9915c,116,Class 4,A356,2018/05/27,1129,1600M,12,1:36.67,GOOD,ROYAL CHOCOLATE,9,C Y Ho,4-1/4,880000,95,10,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,3 2 2 10,W Y So
5,正本雄心 ,V303,AUS,Pyramisa's Lass,AMBITIOUS HEART,13/09/2013,----,PPG,Captain Sonador,5cc1847dcce52f167ae9915d,131,Class 4,V303,2018/05/27,1140,1600M,4,1:36.76,GOOD,AMBITIOUS HEART,2,K C Leung,4-3/4,880000,32,11,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,4 5 6 11,D E Ferraris
5,火百合 ,B050,IRE,Showerproof,FLAME LILY,15/05/2014,----,PPG,Danehill Dancer,5cc1847dcce52f167ae9915f,126,Class 4,B050,2018/05/27,---,1600M,---,---,GOOD,FLAME LILY,7,U Rispoli,---,880000,---,WV,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,---,F C Lor
6,勝得威 ,A025,AUS,Sunday Service,WINNER'S WAY,24/10/2012,Day Of Rest,PP,Starcraft,5cc1847dcce52f167ae99160,123,Group Three,A025,2018/05/27,1101,1200M,6,1:08.17,GOOD,WINNER'S WAY,3,Z Purton,-,3000000,2.4,1,ST,THE SHA TIN VASE (HANDICAP),4,TURF - A Course,7 6 1,A S Cruz
8,軍歌 ,T103,GB,Pearl Dance,BORN IN CHINA,28/05/2011,Born In Bombay,PP,Shamardal,5cc1847dcce52f167ae99161,119,Group Three,T103,2018/05/27,1071,1200M,7,1:08.33,GOOD,BORN IN CHINA,5,D Whyte,1,3000000,6.5,2,ST,THE SHA TIN VASE (HANDICAP),4,TURF - A Course,8 8 2,K W Lui
7,發盈喜 ,T005,NZ,Beautiful Unicorn,FABULOUS ONE,03/10/2011,Where's Noah,PPG,Elusive City,5cc1847dcce52f167ae99162,113,Group Three,T005,2018/05/27,1112,1200M,1,1:08.35,GOOD,FABULOUS ONE,8,H N Wong,1,3000000,10,3,ST,THE SHA TIN VASE (HANDICAP),4,TURF - A Course,1 1 3,W Y So
4,老實人 ,B200,NZ,Our Foil,HONEST WAY,20/11/2014,----,PPG,Per Incanto,5cc1847dcce52f167ae99168,129,Class 4,B200,2018/05/27,1175,1200M,8,1:09.36,GOOD TO FIRM,HONEST WAY,7,T Berry,-,880000,8.3,1,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,7 5 1,M J Freedman
7,帝豪寶貝 ,T138,NZ,Alleyrun,REGENCY DARLING,30/10/2011,----,PPG,Guillotine,5cc1847dcce52f167ae99169,116,Class 4,T138,2018/05/27,1252,1200M,14,1:09.39,GOOD TO FIRM,REGENCY DARLING,14,C Y Ho,HD,880000,35,2,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,3 2 2,K L Man
6,最驫 ,A022,AUS,Line Of Flight,MOST BEAUTIFUL,12/09/2012,London Line,PP,Blackfriars,5cc1847dcce52f167ae9916a,133,Class 4,A022,2018/05/27,1145,1200M,5,1:09.48,GOOD TO FIRM,MOST BEAUTIFUL,1,Z Purton,3/4,880000,6.3,3,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,1 1 3,C S Shum
5,盈華盛甲 ,A179,AUS,Fleur de Lion,GRACIOUS RYDER,11/10/2013,Deuces Are Wild,PPG,Tickets,5cc1847dcce52f167ae9916b,128,Class 4,A179,2018/05/27,1092,1200M,10,1:09.55,GOOD TO FIRM,GRACIOUS RYDER,8,D Whyte,1-1/4,880000,9.1,4,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,6 3 4,D J Hall
4,同歡樂 ,B084,NZ,Black Beauty,HAVE FUN TOGETHER,10/11/2014,----,PPG,Thewayyouare,5cc1847dcce52f167ae9916c,131,Class 4,B084,2018/05/27,1097,1200M,7,1:09.56,GOOD TO FIRM,HAVE FUN TOGETHER,5,J Moreira,1-1/4,880000,3.5,5,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,8 9 5,F C Lor
5,承你所願 ,A178,AUS,Snow Flight,RELENTLESS ME,14/09/2013,A Torch Of Frost,PPG,Statue Of Liberty,5cc1847dcce52f167ae9916d,132,Class 4,A178,2018/05/27,1158,1200M,9,1:09.57,GOOD TO FIRM,RELENTLESS ME,3,C Schofield,1-1/4,880000,6,6,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,9 7 6,W Y So
4,帶榮來 ,B197,AUS,Kiss And Cuddle,MY WINNER,25/09/2014,----,PPG,Denman,5cc1847dcce52f167ae9916e,133,Class 4,B197,2018/05/27,1118,1200M,12,1:09.90,GOOD TO FIRM,MY WINNER,2,N Callan,3-1/2,880000,13,7,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,12 11 7,P F Yiu
5,暴風俠 ,A123,NZ,Leigh Valley,HURRICANE HUNTER,08/10/2013,----,PPG,Darci Brahma,5cc1847dcce52f167ae9916f,117,Class 4,A123,2018/05/27,1146,1200M,6,1:10.09,GOOD TO FIRM,HURRICANE HUNTER,12,M L Yeung,4-1/2,880000,37,8,ST,HELENE SUPER STAR HANDICAP,5,TURF - A Course,10 10 8,T P Yung
