# Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer
5,赤水神駒 ,V364,AUS,Fantastic Flo Jo,FANTASTIC FABIO,31/10/2013,Fantastic Fellow,PPG,Hidden Dragon,5cc1847dcce52f167ae9b6d6,113,Class 4,V364,2017/05/28,1101,1000M,7,0:58.36,GOOD TO FIRM,FANTASTIC FABIO,14,W M Lai,4-3/4,840000,199,9,ST,CHEERS HONG KONG HANDICAP,2,TURF - A Course,11 10 9,C H Yip
8,其樂無窮 ,S147,GB,Puzzling,HAPPY ROCKY,03/04/2011,----,PPG,Champs Elysees,5cc1847dcce52f167ae9b6d8,113,Class 3,S147,2017/05/28,1098,2000M,1,2:02.44,GOOD TO FIRM,HAPPY ROCKY,7,H W Lai,1/2,1235000,37,3,ST,PRECISION HANDICAP,1,TURF - A Course,4 4 3 4 3,A Lee
5,做得好 ,A082,NZ,Kathy O'Reilly,WHISTLE UP,18/11/2013,----,PPG,No Excuse Needed,5cc1847dcce52f167ae9b6d9,108,Class 4,A082,2017/05/28,1146,1000M,9,0:58.43,GOOD TO FIRM,WHISTLE UP,13,K C Ng,5-1/4,840000,220,11,ST,CHEERS HONG KONG HANDICAP,2,TURF - A Course,8 9 11,L Ho
8,非常堅 ,T146,IRE,Luas Line,JOLLY GENE,30/01/2011,Impulsive Moment,PP,Galileo,5cc1847dcce52f167ae9b6dc,124,Class 3,T146,2017/05/28,1088,2000M,6,2:02.51,GOOD TO FIRM,JOLLY GENE,4,C Y Ho,1,1235000,3.6,4,ST,PRECISION HANDICAP,1,TURF - A Course,1 1 1 1 4,A S Cruz
5,自由旺 ,A209,AUS,Charmed Lady,NICE FANDANGO,09/09/2013,Gallant Effort,PPG,Reward For Effort,5cc1847dcce52f167ae9b6dd,126,Class 4,A209,2017/05/28,1081,1000M,2,0:58.86,GOOD TO FIRM,NICE FANDANGO,4,O Doleuze,8,840000,8.5,13,ST,CHEERS HONG KONG HANDICAP,2,TURF - A Course,5 5 13,C Fownes
5,勁飛寶寶 ,A267,NZ,Keeperinthemyst,FLYING NOBLE,06/11/2013,----,PPG,Ekraar,5cc1847dcce52f167ae9b6de,124,Class 4,A267,2017/05/28,1141,1000M,6,0:59.30,GOOD TO FIRM,FLYING NOBLE,3,T H So,10-3/4,840000,389,14,ST,CHEERS HONG KONG HANDICAP,2,TURF - A Course,10 11 14,C H Yip
5,快閃的 ,A189,AUS,Plain Crazy,ELECTRIC LIGHTNING,26/08/2013,----,PPG,Not A Single Doubt,5cc1847dcce52f167ae9b6e0,122,Class 4,A189,2017/05/28,1074,1600M,9,1:35.99,GOOD TO FIRM,ELECTRIC LIGHTNING,7,D Whyte,-,840000,4.1,1,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,3 2 2 1,D E Ferraris
7,勇冠王 ,T028,NZ,Reflection,IMPERIAL GALLANTRY,06/10/2011,----,PPG,Guillotine,5cc1847dcce52f167ae9b6e4,131,Class 4,T028,2017/05/28,1154,1600M,11,1:36.45,GOOD TO FIRM,IMPERIAL GALLANTRY,3,J Moreira,3,840000,5.7,5,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,8 10 10 5,P O'Sullivan
8,有衝勁 ,T220,GB,Chinese White,BEST EFFORT,25/03/2011,Chinese Jade,PP,Cape Cross,5cc1847dcce52f167ae9b6e7,122,Class 4,T220,2017/05/28,992,1600M,8,1:36.63,GOOD TO FIRM,BEST EFFORT,6,H W Lai,4,840000,48,8,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,10 8 7 8,A Lee
5,金津輝煌 ,V400,NZ,Girls On Top,GOLD VELVET,12/09/2013,----,PPG,Savabeel,5cc1847dcce52f167ae9b6ea,118,Class 4,V400,2017/05/28,1172,1600M,12,1:37.20,GOOD TO FIRM,GOLD VELVET,9,K C Leung,7-1/2,840000,138,11,ST,MIGHTY HIGH HANDICAP,3,TURF - A Course,12 12 12 11,T P Yung
7,鑽飾飛龍 ,V002,AUS,Umatilly,DIAMOND DRAGON,14/11/2011,Diamond Dragon,PP,Not A Single Doubt,5cc1847dcce52f167ae9b6f0,118,Class 3,V002,2017/05/28,1124,1400M,10,1:22.17,GOOD TO FIRM,DIAMOND DRAGON,11,K Teetan,1-1/2,1235000,43,3,ST,PACKING WINNER HANDICAP,4,TURF - A Course,12 12 11 3,K W Lui
7,神威敖翔 ,V150,AUS,Thunder Belle,MIGHTY MAVERICK,18/09/2011,Mighty Maverick,PP,Snitzel,5cc1847dcce52f167ae9b6f1,133,Class 3,V150,2017/05/28,1129,1400M,3,1:22.31,GOOD TO FIRM,MIGHTY MAVERICK,1,N Callan,2-1/2,1235000,3.9,4,ST,PACKING WINNER HANDICAP,4,TURF - A Course,5 5 3 4,D Cruz
6,悅目星光 ,A137,AUS,Jeunes Knight,STARLIT KNIGHT,08/11/2012,All Gee,PP,Fath,5cc1847dcce52f167ae9b6f8,119,Class 3,A137,2017/05/28,1071,1400M,7,1:24.33,GOOD TO FIRM,STARLIT KNIGHT,6,H N Wong,15,1235000,333,11,ST,PACKING WINNER HANDICAP,4,TURF - A Course,11 11 12 11,Y S Tsui
7,恆駿寶駒 ,T262,NZ,Bislieri,HANG'S DECISION,15/09/2011,----,PPG,Postponed,5cc1847dcce52f167ae9b6fb,119,Class 2,T262,2017/05/28,1094,1400M,5,1:21.97,GOOD TO FIRM,HANG'S DECISION,8,K Teetan,1-3/4,1750000,9.7,2,ST,VIVA PATACA HANDICAP,5,TURF - A Course,3 6 4 2,W Y So
6,劍斷浪 ,V142,AUS,Syrian Bride,MY DARLING,29/10/2012,Caifu,PPG,Mossman,5cc1847dcce52f167ae9b6fc,129,Class 2,V142,2017/05/28,1129,1400M,9,1:21.71,GOOD TO FIRM,MY DARLING,4,J Moreira,-,1750000,1.8,1,ST,VIVA PATACA HANDICAP,5,TURF - A Course,2 3 1 1,J Size
8,連利之星 ,S093,NZ,Dantessa,STAR MAJESTIC,09/10/2010,----,PPG,Sakhee's Secret,5cc1847dcce52f167ae9b6fe,118,Class 2,S093,2017/05/28,1107,1400M,11,1:22.17,GOOD TO FIRM,STAR MAJESTIC,12,H W Lai,2-3/4,1750000,28,4,ST,VIVA PATACA HANDICAP,5,TURF - A Course,9 8 9 4,P O'Sullivan
7,彩福 ,T371,AUS,Mezentseva,MIDNIGHT RATTLER,10/11/2011,Midnight Rattler,PP,Clang,5cc1847dcce52f167ae9b703,123,Class 2,T371,2017/05/28,1152,1400M,6,1:23.13,GOOD TO FIRM,MIDNIGHT RATTLER,1,M F Poon,9,1750000,8.1,9,ST,VIVA PATACA HANDICAP,5,TURF - A Course,5 4 6 9,J Moore
6,勁哥兒 ,A134,IRE,Eroica,SUPER CHIC,12/03/2013,Saent,PP,Strategic Prince,5cc1847dcce52f167ae9b704,121,Class 2,A134,2017/05/28,1084,1400M,4,1:23.81,GOOD TO FIRM,SUPER CHIC,7,D Whyte,13,1750000,33,10,ST,VIVA PATACA HANDICAP,5,TURF - A Course,8 9 8 10,A S Cruz
6,常拼常勝 ,V037,AUS,Miss Galileo,C P POWER,12/08/2012,----,PPG,Nadeem,5cc1847dcce52f167ae9b707,123,Class 4,V037,2017/05/28,1069,1400M,1,1:22.55,GOOD TO FIRM,C P POWER,6,C Schofield,-,840000,6.1,1,ST,LIBERATOR HANDICAP,6,TURF - A Course,8 8 8 1,A T Millard
5,快樂實在 ,A152,NZ,Kim Possible,SUCH A HAPPINESS,06/11/2013,----,PPG,Savabeel,5cc1847dcce52f167ae9b708,127,Class 4,A152,2017/05/28,1096,1400M,12,1:22.64,GOOD TO FIRM,SUCH A HAPPINESS,4,N Callan,1/2,840000,4.3,2,ST,LIBERATOR HANDICAP,6,TURF - A Course,9 9 9 2,T P Yung
6,好友益 ,T265,NZ,La Serenissime,GOOD FOR YOU,23/09/2012,----,PPG,Thorn Park,5cc1847dcce52f167ae9b709,121,Class 4,T265,2017/05/28,1014,1400M,3,1:22.73,GOOD TO FIRM,GOOD FOR YOU,7,C Y Ho,1,840000,41,3,ST,LIBERATOR HANDICAP,6,TURF - A Course,10 12 12 3,Y S Tsui
5,承你所願 ,A178,AUS,Snow Flight,RELENTLESS ME,14/09/2013,A Torch Of Frost,PPG,Statue Of Liberty,5cc1847dcce52f167ae9b70a,130,Class 4,A178,2017/05/28,1156,1400M,14,1:22.80,GOOD TO FIRM,RELENTLESS ME,2,J Moreira,1-1/2,840000,5,4,ST,LIBERATOR HANDICAP,6,TURF - A Course,4 5 4 4,W Y So
5,正本雄心 ,V303,AUS,Pyramisa's Lass,AMBITIOUS HEART,13/09/2013,----,PPG,Captain Sonador,5cc1847dcce52f167ae9b70b,124,Class 4,V303,2017/05/28,1109,1400M,8,1:22.84,GOOD TO FIRM,AMBITIOUS HEART,5,D Whyte,1-3/4,840000,14,5,ST,LIBERATOR HANDICAP,6,TURF - A Course,5 6 7 5,D E Ferraris
6,魅力知寶 ,V324,AUS,Terrenora,NOBLE DE LOVE,05/09/2012,----,ISG,Commands,5cc1847dcce52f167ae9b710,123,Class 4,V324,2017/05/28,1189,1400M,10,1:23.24,GOOD TO FIRM,NOBLE DE LOVE,8,K Teetan,4-1/4,840000,17,10,ST,LIBERATOR HANDICAP,6,TURF - A Course,2 3 3 10,K L Man
5,善傳千里 ,A121,NZ,Tricilo,COMPASSION STAR,19/10/2013,----,PPG,Bullbars,5cc1847dcce52f167ae9b711,119,Class 4,A121,2017/05/28,1022,1400M,7,1:23.71,GOOD TO FIRM,COMPASSION STAR,9,K C Leung,7-1/4,840000,51,11,ST,LIBERATOR HANDICAP,6,TURF - A Course,6 4 6 11,C H Yip
6,鷹雄 ,A093,AUS,Wedgetail Eagle,EAGLE WAY,11/11/2012,Eagle Way,PP,More Than Ready,5cc1847dcce52f167ae9b717,126,Group One,A093,2017/05/28,1077,2400M,7,2:29.73,GOOD TO FIRM,EAGLE WAY,4,J Moreira,3,10000000,2,3,ST,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,7,TURF - A Course,7 6 6 4 4 3,J Moore
6,喜蓮彩星 ,A129,FR,Lidana,HELENE CHARISMA,16/05/2013,Mont Ormel,PP,Air Chief Marshal,5cc1847dcce52f167ae9b718,126,Group One,A129,2017/05/28,1091,2400M,4,2:30.39,GOOD TO FIRM,HELENE CHARISMA,6,D Whyte,7,10000000,6.7,4,ST,THE STANDARD CHARTERED CHAMPIONS & CHATER CUP,7,TURF - A Course,5 5 5 7 6 4,J Moore
6,翩翩 ,V344,NZ,Pins 'N' Needles,D B PIN,19/10/2012,----,PPG,Darci Brahma,5cc1847dcce52f167ae9b71d,115,Group Three,V344,2017/05/28,1116,1200M,4,1:09.39,GOOD TO FIRM,D B PIN,7,S de Sousa,3/4,3000000,3.5,2,ST,THE SHA TIN VASE (HANDICAP),8,TURF - A Course,7 6 2,J Size
5,駿皇綵 ,A170,AUS,Trail Of Secrets,MAGIC LEGEND,06/09/2013,Hostwin Legend,PP,Red Element,5cc1847dcce52f167ae9b71f,113,Group Three,A170,2017/05/28,1033,1200M,1,1:09.43,GOOD TO FIRM,MAGIC LEGEND,9,K Teetan,1,3000000,2.7,4,ST,THE SHA TIN VASE (HANDICAP),8,TURF - A Course,3 4 4,J Moore
7,發盈喜 ,T005,NZ,Beautiful Unicorn,FABULOUS ONE,03/10/2011,Where's Noah,PPG,Elusive City,5cc1847dcce52f167ae9b721,115,Group Three,T005,2017/05/28,1119,1200M,5,1:09.53,GOOD TO FIRM,FABULOUS ONE,8,K C Leung,1-3/4,3000000,22,7,ST,THE SHA TIN VASE (HANDICAP),8,TURF - A Course,1 1 7,W Y So
6,紅衣醒神 ,V153,AUS,With Fervour,MR STUNNING,17/10/2012,----,PPG,Exceed And Excel,5cc1847dcce52f167ae9b723,133,Group Three,V153,2017/05/28,1096,1200M,10,1:09.70,GOOD TO FIRM,MR STUNNING,1,J Moreira,2-3/4,3000000,3.7,8,ST,THE SHA TIN VASE (HANDICAP),8,TURF - A Course,10 9 8,J Size
6,綠勇士 ,V126,AUS,Cristallo,GREEN CARD,30/08/2012,Green Card,PP,All American,5cc1847dcce52f167ae9b727,128,Class 3,V126,2017/05/28,1180,1400M,1,1:22.77,GOOD TO FIRM,GREEN CARD,4,H Bowman,2,1235000,4.2,2,ST,MR MEDICI HANDICAP,9,TURF - A Course,11 9 6 2,J Moore
7,英明勇將 ,T348,AUS,Caralowe,WINSTON'S LAD,05/10/2011,Winston's Lad,PP,Churchill Downs,5cc1847dcce52f167ae9b72a,126,Class 3,T348,2017/05/28,1091,1400M,12,1:23.02,GOOD TO FIRM,WINSTON'S LAD,6,U Rispoli,3-3/4,1235000,10,5,ST,MR MEDICI HANDICAP,9,TURF - A Course,10 10 12 5,K W Lui
6,軒轅齊飛 ,V250,AUS,Stolen Girlfriend,HINYUEN SWIFTNESS,21/10/2012,One For One,PP,Duke Of Marmalade,5cc1847dcce52f167ae9b72d,119,Class 3,V250,2017/05/28,1186,1400M,6,1:23.07,GOOD TO FIRM,HINYUEN SWIFTNESS,11,T H So,4,1235000,145,8,ST,MR MEDICI HANDICAP,9,TURF - A Course,12 14 14 8,C H Yip
5,好友無敵 ,A217,AUS,Ambitious Lady,ALL BEST FRIENDS,15/08/2013,Pyx Chamber,PP,Street Cry,5cc1847dcce52f167ae9b72e,123,Class 3,A217,2017/05/28,1064,1400M,3,1:23.13,GOOD TO FIRM,ALL BEST FRIENDS,8,H W Lai,4-1/4,1235000,84,9,ST,MR MEDICI HANDICAP,9,TURF - A Course,5 5 5 9,K L Man
7,開心神駒 ,T200,AUS,Stand By Your Man,HIGH FIVE,03/10/2011,Copy Watch,PP,Time Thief,5cc1847dcce52f167ae9b739,120,Class 2,T200,2017/05/28,1100,1200M,14,1:09.72,GOOD TO FIRM,HIGH FIVE,9,C Schofield,1-1/2,1750000,13,6,ST,CALIFORNIA MEMORY HANDICAP,10,TURF - A Course,12 11 6,A T Millard
8,英勇大師 ,S212,AUS,Jessepic,KEY WITNESS,03/10/2010,Fujimoto,PPG,Show A Heart,5cc1847dcce52f167ae9b73a,124,Class 2,S212,2017/05/28,1192,1200M,2,1:09.75,GOOD TO FIRM,KEY WITNESS,5,N Callan,1-1/2,1750000,28,7,ST,CALIFORNIA MEMORY HANDICAP,10,TURF - A Course,7 8 7,A S Cruz
7,騰龍超影 ,T372,AUS,Borobodur,HARRIER JET,05/09/2011,Harrier Jet,PP,Dane Shadow,5cc1847dcce52f167ae9b73c,114,Class 2,T372,2017/05/28,1148,1200M,10,1:10.26,GOOD TO FIRM,HARRIER JET,14,T H So,4-3/4,1750000,37,9,ST,CALIFORNIA MEMORY HANDICAP,10,TURF - A Course,11 12 9,P O'Sullivan
6,川河尊駒 ,A252,AUS,Donna's Appeal,SOUTHERN LEGEND,26/10/2012,Southern Legend,PP,Not A Single Doubt,5cc1847dcce52f167ae9b740,122,Class 2,A252,2017/05/28,1121,1200M,1,1:10.68,GOOD TO FIRM,SOUTHERN LEGEND,7,J Moreira,7-1/2,1750000,2.7,13,ST,CALIFORNIA MEMORY HANDICAP,10,TURF - A Course,6 5 13,C Fownes
5,八心之友 ,A007,AUS,La Italia,BOND ELEGANCE,16/09/2013,Gaby Driver,PPG,Hard Spun,5cc1847dcce52f167ae9b74e,126,Class 4,A007,2017/05/24,1033,1200M,1,1:10.31,GOOD TO YIELDING,BOND ELEGANCE,4,O Doleuze,-,840000,4.4,1,HV,KAM TIN RIVER HANDICAP,2,TURF - C Course,1 1 1,J Size
5,天賜寶 ,V401,NZ,Inzabeel,SKY TREASURE,04/10/2013,----,PPG,Stravinsky,5cc1847dcce52f167ae9b74f,115,Class 4,V401,2017/05/24,1066,1200M,8,1:10.93,GOOD TO YIELDING,SKY TREASURE,10,J Moreira,3-3/4,840000,3.4,2,HV,KAM TIN RIVER HANDICAP,2,TURF - C Course,10 10 2,Y S Tsui
7,金碧光芒 ,T431,NZ,I'llthinkaboutit,PEARL FURU,27/11/2011,Furuvik,PP,Fully Fledged,5cc1847dcce52f167ae9b75e,116,Class 4,T431,2017/05/24,1178,1200M,1,1:10.49,GOOD,PEARL FURU,9,C Schofield,3-1/4,840000,10,6,HV,KAM TIN RIVER HANDICAP,3,TURF - C Course,8 10 6,P O'Sullivan
6,富萬家 ,V286,AUS,Exelante,VERY RICH MAN,12/09/2012,Presetter,PPG,Reset,5cc1847dcce52f167ae9b760,133,Class 4,V286,2017/05/24,1075,1200M,11,1:10.50,GOOD,VERY RICH MAN,1,D Whyte,3-1/4,840000,28,7,HV,KAM TIN RIVER HANDICAP,3,TURF - C Course,1 1 7,T K Ng
5,萬事醒 ,A204,AUS,Lights Off,MULTIGOGO,24/08/2013,Twilight Fantasy,PPG,Drumbeats,5cc1847dcce52f167ae9b761,124,Class 4,A204,2017/05/24,1126,1200M,8,1:10.54,GOOD,MULTIGOGO,5,C Y Ho,3-1/2,840000,5.2,9,HV,KAM TIN RIVER HANDICAP,3,TURF - C Course,5 6 9,A S Cruz
6,塑料喜 ,T326,NZ,Savamour,POLYMER LUCK,25/08/2012,----,ISG,Pins,5cc1847dcce52f167ae9b763,117,Class 4,T326,2017/05/24,1043,1650M,10,1:40.89,GOOD,POLYMER LUCK,11,C Schofield,-,840000,7.3,1,HV,NG TUNG RIVER HANDICAP,4,TURF - C Course,1 1 1 1,K W Lui
6,旅遊智者 ,V121,GB,Frabjous,TRAVEL SUCCESSOR,15/02/2013,Argentero,PP,Zoffany,5cc1847dcce52f167ae9b767,132,Class 4,V121,2017/05/24,1102,1200M,10,1:10.64,GOOD,TRAVEL SUCCESSOR,2,O Doleuze,4,840000,43,10,HV,KAM TIN RIVER HANDICAP,3,TURF - C Course,10 9 10,K L Man
6,聚歡笑 ,T282,AUS,Trois Couleurs,MUTUAL JOY,02/09/2012,----,PPG,Snitzel,5cc1847dcce52f167ae9b76b,127,Class 4,T282,2017/05/24,1039,1650M,11,1:41.57,GOOD,MUTUAL JOY,5,S Clipperton,4-1/4,840000,22,9,HV,NG TUNG RIVER HANDICAP,4,TURF - C Course,9 9 8 9,L Ho
5,天意 ,V417,AUS,Lady Jaguar,DESTIN,24/09/2013,One Last Look,PPG,Duporth,5cc1847dcce52f167ae9b76f,124,Class 4,V417,2017/05/24,1116,1650M,12,1:41.28,GOOD,DESTIN,9,K Teetan,2-1/2,840000,25,5,HV,NG TUNG RIVER HANDICAP,4,TURF - C Course,11 11 10 5,P O'Sullivan
8,其樂無窮 ,S147,GB,Puzzling,HAPPY ROCKY,03/04/2011,----,PPG,Champs Elysees,5cc1847dcce52f167ae9b771,132,Class 4,S147,2017/05/24,1106,1650M,4,1:41.94,GOOD,HAPPY ROCKY,2,C Murray,6-1/2,840000,42,12,HV,NG TUNG RIVER HANDICAP,4,TURF - C Course,10 10 11 12,A Lee
7,情趣 ,V114,IRE,Midnight Mystique,MAGNETISM,08/02/2012,Al Bandar,PP,Monsieur Bond,5cc1847dcce52f167ae9b772,115,Class 3,V114,2017/05/24,1098,1650M,2,1:39.66,GOOD,MAGNETISM,10,K Teetan,-,1235000,9.3,1,HV,SHAN PUI RIVER HANDICAP,5,TURF - C Course,3 3 3 1,D E Ferraris
6,雷公鑿 ,V279,AUS,Queen Of Troy,THUNDER STOMP,06/11/2012,Flying Achilles,PP,Fastnet Rock,5cc1847dcce52f167ae9b77b,121,Class 3,V279,2017/05/24,1188,1650M,2,1:39.96,GOOD,THUNDER STOMP,6,H W Lai,3/4,1235000,4.4,3,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,3 3 4 3,Y S Tsui
8,怡德 ,T055,AUS,Gone Wild,THE SYLPH,12/09/2010,Tikitour,PP,Dane Shadow,5cc1847dcce52f167ae9b77c,116,Class 3,T055,2017/05/24,1010,1650M,7,1:40.02,GOOD,THE SYLPH,9,J Moreira,1-1/4,1235000,7.9,4,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,8 9 9 4,D E Ferraris
8,騰煌 ,S447,NZ,Queen To Be,TEN FLAMES,20/10/2010,----,PPG,O'Reilly,5cc1847dcce52f167ae9b77d,133,Class 3,S447,2017/05/24,1110,1650M,1,1:40.03,GOOD,TEN FLAMES,1,N Callan,1-1/4,1235000,10,5,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,5 6 7 5,L Ho
7,明月光 ,T369,IRE,Annee Lumiere,ACCLAIMED LIGHT,18/04/2012,Acclaimed Light,PP,Acclamation,5cc1847dcce52f167ae9b77f,115,Class 3,T369,2017/05/24,1031,1650M,8,1:40.09,GOOD,ACCLAIMED LIGHT,10,K Teetan,1-3/4,1235000,17,6,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,10 10 8 6,P O'Sullivan
7,事勝意 ,T391,NZ,Lacada,GIANT TURTLE,22/10/2011,Giant Turtle,PP,Zabeel,5cc1847dcce52f167ae9b780,122,Class 3,T391,2017/05/24,1040,1650M,4,1:40.10,GOOD,GIANT TURTLE,4,C Schofield,1-3/4,1235000,5.3,7,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,2 2 3 7,A T Millard
5,為善聚樂 ,A249,IRE,Vera Mont,THE JOY OF GIVING,10/04/2014,Youarewonder,PP,Thewayyouare,5cc1847dcce52f167ae9b783,124,Class 3,A249,2017/05/24,1015,1650M,7,1:41.81,GOOD,THE JOY OF GIVING,5,W M Lai,13-1/2,1235000,64,10,HV,SHAN PUI RIVER HANDICAP,5,TURF - C Course,10 10 10 10,C W Chang
7,文藝學家 ,V183,IRE,Lake Moon,LITTERATEUR,17/03/2012,Meteoric,PP,Lope de Vega,5cc1847dcce52f167ae9b784,127,Class 3,V183,2017/05/24,1076,1650M,5,1:39.83,GOOD,LITTERATEUR,3,Z Purton,-,1235000,3.1,1,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,4 5 5 1,R Gibson
7,合作愉快 ,T392,NZ,Dolly Disaster,HAPPY COOPERATION,08/11/2011,----,PPG,Elusive City,5cc1847dcce52f167ae9b785,116,Class 3,T392,2017/05/24,1160,1000M,8,0:57.00,GOOD,HAPPY COOPERATION,9,K Teetan,-,1235000,7.9,1,HV,TAI SHING STREAM HANDICAP,7,TURF - C Course,1 1 1,T P Yung
6,勁飛聖 ,T361,NZ,Dandify,FLYING MONKEY,07/09/2012,----,PPG,Pins,5cc1847dcce52f167ae9b789,115,Class 3,T361,2017/05/24,1054,1000M,4,0:57.93,GOOD,FLYING MONKEY,11,C Schofield,5-3/4,1235000,7.2,6,HV,TAI SHING STREAM HANDICAP,7,TURF - C Course,6 8 6,W Y So
5,放眼量 ,A140,AUS,Vogue Beauty,LET'S TAKE IT EASY,28/08/2013,Loch Oir,PP,Street Boss,5cc1847dcce52f167ae9b78a,112,Class 3,A140,2017/05/24,990,1000M,10,0:58.46,GOOD,LET'S TAKE IT EASY,8,K K Chiong,9-1/4,1235000,275,7,HV,TAI SHING STREAM HANDICAP,7,TURF - C Course,10 9 7,L Ho
7,小島怡情 ,T390,NZ,Keep Alight,LITTLE ISLAND,04/10/2011,Midnitemagicman,PP,Tavistock,5cc1847dcce52f167ae9b78b,122,Class 3,T390,2017/05/24,1017,1650M,9,1:42.28,GOOD,LITTLE ISLAND,5,O Doleuze,15-1/4,1235000,93,10,HV,THE SAUTERNES CUP (HANDICAP),6,TURF - C Course,9 8 10 10,K L Man
6,最驫 ,A022,AUS,Line Of Flight,MOST BEAUTIFUL,12/09/2012,London Line,PP,Blackfriars,5cc1847dcce52f167ae9b78c,128,Class 3,A022,2017/05/24,1119,1000M,1,0:57.49,GOOD,MOST BEAUTIFUL,2,K C Leung,3,1235000,4.9,3,HV,TAI SHING STREAM HANDICAP,7,TURF - C Course,4 3 3,C S Shum
6,開心再現 ,A216,AUS,Green Mirage,PERFECT CHOICE,28/08/2012,So Miraggio,PP,Snippetson,5cc1847dcce52f167ae9b78e,124,Class 3,A216,2017/05/24,1136,1000M,9,0:58.80,GOOD,PERFECT CHOICE,3,S Clipperton,11-1/4,1235000,68,9,HV,TAI SHING STREAM HANDICAP,7,TURF - C Course,8 4 9,W Y So
5,開心歡星 ,A171,AUS,At Ease,STAR OF JOY,09/08/2013,Decorated Soldier,PP,Snitzel,5cc1847dcce52f167ae9b794,123,Class 3,A171,2017/05/24,1057,1200M,7,1:10.50,GOOD,STAR OF JOY,5,S Clipperton,6-1/2,1235000,12,7,HV,TAN SHAN RIVER HANDICAP,8,TURF - C Course,4 3 7,K L Man
6,勝利專家 ,A110,IRE,Shepherdia,EXPERTO CREDE,09/03/2013,Experto Crede,PP,Exceed And Excel,5cc1847dcce52f167ae9b795,116,Class 3,A110,2017/05/24,1094,1200M,11,1:10.54,GOOD,EXPERTO CREDE,9,W M Lai,6-3/4,1235000,85,8,HV,TAN SHAN RIVER HANDICAP,8,TURF - C Course,11 11 8,J Moore
6,喝采 ,A023,AUS,Isola Di Capri,APPLAUSE,22/09/2012,Count de Vega,PP,Lope de Vega,5cc1847dcce52f167ae9b796,109,Class 3,A023,2017/05/24,1079,1200M,9,1:10.70,GOOD,APPLAUSE,8,H N Wong,7-3/4,1235000,55,9,HV,TAN SHAN RIVER HANDICAP,8,TURF - C Course,12 12 9,D Cruz
6,真好彩 ,V068,AUS,Maid In Secret,JUMBO LUCK,23/09/2012,----,PPG,Reward For Effort,5cc1847dcce52f167ae9b79a,132,Class 4,V068,2017/05/21,1212,1200M,12,1:09.99,GOOD,JUMBO LUCK,3,J Moreira,-,840000,2.2,1,ST,BALSAMINE HANDICAP,1,TURF - C+3 Course,1 1 1,K W Lui
6,友誼之星 ,V379,AUS,Ourkohinoor,STARSHIP,11/11/2012,Soldier Of War,PP,Husson,5cc1847dcce52f167ae9b79b,133,Class 4,V379,2017/05/21,1134,1200M,11,1:10.45,GOOD,STARSHIP,2,Z Purton,3,840000,16,2,ST,BALSAMINE HANDICAP,1,TURF - C+3 Course,11 10 2,P O'Sullivan
6,日東昇 ,V302,AUS,Dellwood Diva,SUNNY ORIENT,28/11/2012,Net Wealth,PP,Written Tycoon,5cc1847dcce52f167ae9b79d,127,Class 4,V302,2017/05/21,1100,1200M,5,1:10.72,GOOD,SUNNY ORIENT,5,C Murray,4-1/2,840000,15,4,ST,BALSAMINE HANDICAP,1,TURF - C+3 Course,9 11 4,A T Millard
6,萬里威揚 ,A055,NZ,Just A Dream,MONEY WINNER,11/10/2012,----,PPG,Mastercraftsman,5cc1847dcce52f167ae9b79e,123,Class 4,A055,2017/05/21,1043,1200M,7,1:10.72,GOOD,MONEY WINNER,8,K C Leung,4-1/2,840000,125,5,ST,BALSAMINE HANDICAP,1,TURF - C+3 Course,8 7 5,T P Yung
6,盛勢 ,V243,GB,Break Of Dawn,THE FULL BLOOM,18/02/2013,Grey Morning,PP,Zebedee,5cc1847dcce52f167ae9b79f,108,Class 4,V243,2017/05/21,1041,1200M,6,1:10.85,GOOD,THE FULL BLOOM,12,H N Wong,5-1/2,840000,21,6,ST,BALSAMINE HANDICAP,1,TURF - C+3 Course,3 3 6,C H Yip
5,常山耆寶 ,A275,NZ,Fire Song,EVER STRONG,26/09/2013,----,PPG,Savabeel,5cc1847dcce52f167ae9b7a3,125,Class 4,A275,2017/05/21,1042,1200M,9,1:11.58,GOOD,EVER STRONG,6,H W Lai,10,840000,85,10,ST,BALSAMINE HANDICAP,1,TURF - C+3 Course,7 5 10,K L Man
