# # Age,Chinese Name,Code,Country Of Origin,Dam,English Name,Foaling Date,Former Name,Import Type,Sire,_id,awt,class,code,date,dhw,dist,draw,finishTime,going,horseName,horseNo,jockey,lbw,money,odds,plc,raceCource,raceName,raceNo,road,runPos,trainer,Jockey,騎師,Win_x,Jockey2,Trainer,練馬師,Win_y,Trainer2
6,好叻仔 ,V102,AUS,Free Spirited,SUPERIOR BOY,11/11/2012,----,PPG,Magic Albert,5ccbfdbacce52f167aeb7b70,131,Class 4,V102,2016-05-07 00:00:00,1143,1200M,8,1:10.08,GOOD,SUPERIOR BOY,3.0,N Rawiller,1-1/2,800000,2.8,6,ST,THE SWAINE CUP (HANDICAP),5,TURF - C Course,4 4 6,C W Chang,Rawiller N.,羅理雅,8.0,N Rawiller,Chang C.W.,鄭俊偉,5.0,C W Chang
6,全勝姿態 ,V011,AUS,Evening Pleasures,FORMULA GALORE,29/10/2012,Wan Chai Warrior,PPG,Not A Single Doubt,5ccbfdbacce52f167aeb7b7d,115,Class 4,V011,2016-05-07 00:00:00,1072,1200M,5,1:09.80,GOOD,FORMULA GALORE,11.0,C Y Ho,3-1/4,800000,10,7,ST,THE WONG CUP (HANDICAP),6,ALL WEATHER TRACK,2 1 7,C Fownes,Ho C.Y.,何澤堯,4.0,C Y Ho,Fownes C.,方嘉柏,8.0,C Fownes
6,盛勢 ,V243,GB,Break Of Dawn,THE FULL BLOOM,18/02/2013,Grey Morning,PP,Zebedee,5ccbfdbacce52f167aeb7b85,111,Class 3,V243,2016-05-07 00:00:00,1028,1200M,12,1:09.52,GOOD,THE FULL BLOOM,12.0,T H So,4,1165000,97,3,ST,THE LI CUP (HANDICAP),7,TURF - C Course,12 10 3,C H Yip,So T.H.,蘇狄雄,4.0,T H So,Yip C.H.,葉楚航,7.0,C H Yip
7,合作愉快 ,T392,NZ,Dolly Disaster,HAPPY COOPERATION,08/11/2011,----,PPG,Elusive City,5ccbfdbacce52f167aeb7b8b,114,Class 3,T392,2016-05-07 00:00:00,1150,1200M,9,1:10.84,GOOD,HAPPY COOPERATION,11.0,K C Leung,12-1/4,1165000,7.8,9,ST,THE LI CUP (HANDICAP),7,TURF - C Course,4 6 9,T P Yung,Leung K.C.,梁家俊,6.0,K C Leung,Yung T.P.,容天鵬,7.0,T P Yung
7,威震天 ,V119,USA,Fine Jade,MEGATRON,29/04/2012,Tailteann Games,PP,Hard Spun,5ccbfdbacce52f167aeb7b99,117,Class 3,V119,2016-05-07 00:00:00,1101,1200M,4,1:09.89,GOOD,MEGATRON,10.0,M L Yeung,10-1/2,1165000,233,11,ST,THE ARCULLI TROPHY (HANDICAP),8,ALL WEATHER TRACK,11 11 11,P F Yiu,Yeung M.L.,楊明綸,6.0,M L Yeung,Yiu P.F.,姚本輝,7.0,P F Yiu
7,情趣 ,V114,IRE,Midnight Mystique,MAGNETISM,08/02/2012,Al Bandar,PP,Monsieur Bond,5ccbfdbacce52f167aeb7b9d,115,Class 3,V114,2016-05-07 00:00:00,1102,1400M,13,1:22.67,GOOD,MAGNETISM,13.0,C Schofield,2-1/2,1165000,13,3,ST,THE CHAN TROPHY (HANDICAP),9,TURF - C Course,11 12 10 3,D E Ferraris,Schofield C.,史卓豐,7.0,C Schofield,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,恆駿寶駒 ,T262,NZ,Bislieri,HANG'S DECISION,15/09/2011,----,PPG,Postponed,5ccbfdbacce52f167aeb7b9e,116,Class 3,T262,2016-05-07 00:00:00,1083,1400M,14,1:22.70,GOOD,HANG'S DECISION,10.0,K C Leung,2-1/2,1165000,7.3,4,ST,THE CHAN TROPHY (HANDICAP),9,TURF - C Course,6 4 3 4,W Y So,Leung K.C.,梁家俊,6.0,K C Leung,So W.Y.,蘇偉賢,7.0,W Y So
7,開心有你 ,T402,AUS,Rip Trice,WONDERFUL JOURNEY,21/08/2011,Wonderful Journey,PP,Thorn Park,5ccbfdbacce52f167aeb7b9f,116,Class 3,T402,2016-05-07 00:00:00,1113,1400M,5,1:22.86,GOOD,WONDERFUL JOURNEY,11.0,H W Lai,3-1/2,1165000,153,5,ST,THE CHAN TROPHY (HANDICAP),9,TURF - C Course,3 5 9 5,P F Yiu,Lai H.W.,黎海榮,4.0,H W Lai,Yiu P.F.,姚本輝,7.0,P F Yiu
8,君悅灣 ,P421,NZ,Haberdashery,GRAND HARBOUR,16/11/2010,----,PPG,Savabeel,5ccbfdbacce52f167aeb7bac,110,Class 3,P421,2016-05-07 00:00:00,1193,1600M,2,1:34.23,GOOD,GRAND HARBOUR,14.0,K K Chiong,1,1165000,14,4,ST,THE STEVENSON CUP (HANDICAP),10,TURF - C Course,1 1 1 4,J Moore,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Moore J.,約翰摩亞,10.0,J Moore
7,老友威威 ,T349,AUS,Tintoretto,LUCKY GUY,01/10/2011,Next Day,PP,Domesday,5ccbfdbacce52f167aeb7bb0,122,Class 3,T349,2016-05-07 00:00:00,1183,1600M,6,1:34.72,GOOD,LUCKY GUY,8.0,K Teetan,4,1165000,8,8,ST,THE STEVENSON CUP (HANDICAP),10,TURF - C Course,4 5 6 8,C H Yip,Teetan K.,田泰安,8.0,K Teetan,Yip C.H.,葉楚航,7.0,C H Yip
8,金剛仔 ,S146,GB,Takarna,RAZOR QUEST,14/02/2011,Razor Quest,PP,Virtual,5ccbfdbacce52f167aeb7bb3,125,Class 3,S146,2016-05-07 00:00:00,1042,1600M,13,1:35.13,GOOD,RAZOR QUEST,3.0,K C Ng,6-3/4,1165000,111,11,ST,THE STEVENSON CUP (HANDICAP),10,TURF - C Course,12 13 13 11,C W Chang,Ng K.C.,吳嘉晉,2.0,K C Ng,Chang C.W.,鄭俊偉,5.0,C W Chang
7,歐洲之星 ,T336,IRE,Ursula Minor,GLORY STAR,04/04/2012,----,ISG,High Chaparral,5ccbfdbacce52f167aeb7bb9,129,Class 5,T336,2016-05-04 00:00:00,1080,1650M,1,1:42.49,GOOD,GLORY STAR,5.0,G Lerena,3,600000,8,3,HV,CORNWALL HANDICAP,1,TURF - C+3 Course,5 5 5 3,C S Shum,Lerena G.,雷景勳,3.0,G Lerena,Shum C.S.,沈集成,12.0,C S Shum
7,金飯碗 ,T289,GB,Lalectra,SHOWING CHARACTER,15/04/2012,Showing Character,PP,Showcasing,5ccbfdbacce52f167aeb7bc9,122,Class 4,T289,2016-05-04 00:00:00,1078,1000M,6,0:58.20,GOOD,SHOWING CHARACTER,8.0,B Prebble,3,800000,9.4,7,HV,DORSET HANDICAP,2,TURF - C+3 Course,1 1 7,D E Ferraris,Prebble B.,柏寶,10.0,B Prebble,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,天賦致寶 ,S417,AUS,Eugenie Gold,CASH COURIER,30/09/2010,Cash Courier,PP,Strada,5ccbfdbacce52f167aeb7bd2,121,Class 4,S417,2016-05-04 00:00:00,1187,1650M,9,1:41.40,GOOD,CASH COURIER,10.0,K Teetan,2,800000,15,4,HV,HEREFORD HANDICAP,3,TURF - C+3 Course,9 10 9 4,K L Man,Teetan K.,田泰安,8.0,K Teetan,Man K.L.,文家良,8.0,K L Man
9,勁勇威龍 ,S078,NZ,Annie Daly,SPINNING DANCER,04/09/2009,Spinning Dancer,PP,Commands,5ccbfdbacce52f167aeb7bd3,130,Class 4,S078,2016-05-04 00:00:00,1019,1650M,2,1:41.46,GOOD,SPINNING DANCER,4.0,G Lerena,2-1/4,800000,6.8,5,HV,HEREFORD HANDICAP,3,TURF - C+3 Course,6 6 7 5,S Woods,Lerena G.,雷景勳,3.0,G Lerena,Woods S.,胡森,5.0,S Woods
8,紫電明珠 ,P256,AUS,Supernal,SPARKLING SWORD,22/11/2010,Sparkling Sword,PPG,Danzero,5ccbfdbacce52f167aeb7bd7,123,Class 4,P256,2016-05-04 00:00:00,1158,1650M,3,1:41.83,GOOD,SPARKLING SWORD,3.0,H N Wong,4-3/4,800000,26,9,HV,HEREFORD HANDICAP,3,TURF - C+3 Course,1 1 1 9,K W Lui,Wong H.N.,黃皓楠,6.0,H N Wong,Lui K.W.,呂健威,11.0,K W Lui
8,連利之星 ,S093,NZ,Dantessa,STAR MAJESTIC,09/10/2010,----,PPG,Sakhee's Secret,5ccbfdbacce52f167aeb7bdd,113,Class 1,S093,2016-05-04 00:00:00,1116,1800M,7,1:51.12,GOOD,STAR MAJESTIC,7.0,Y T Cheng,2,2400000,41,3,HV,THE VICTORIA RACING CLUB TROPHY (HANDICAP),4,TURF - C+3 Course,3 4 4 4 3,P O'Sullivan,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,勁精神 ,V181,FR,Celestina Agostino,KING GENKI,20/02/2012,Toruk,PP,Arcano,5ccbfdbacce52f167aeb7bde,113,Class 1,V181,2016-05-04 00:00:00,1218,1800M,1,1:51.17,GOOD,KING GENKI,8.0,M Chadwick,2-1/4,2400000,22,4,HV,THE VICTORIA RACING CLUB TROPHY (HANDICAP),4,TURF - C+3 Course,4 3 3 3 4,A S Cruz,Chadwick M.,蔡明紹,4.0,M Chadwick,Cruz A.S.,告東尼,9.0,A S Cruz
8,醒目名駒 ,S393,AUS,Dearness,ROMANTIC TOUCH,20/10/2010,Romantic Touch,PP,Northern Meteor,5ccbfdbacce52f167aeb7be0,133,Class 1,S393,2016-05-04 00:00:00,1145,1800M,5,1:51.22,GOOD,ROMANTIC TOUCH,1.0,N Callan,2-1/2,2400000,8.2,6,HV,THE VICTORIA RACING CLUB TROPHY (HANDICAP),4,TURF - C+3 Course,5 6 6 6 6,A S Cruz,Callan N.,郭能,8.0,N Callan,Cruz A.S.,告東尼,9.0,A S Cruz
7,旅英公爵 ,T345,AUS,Suzy Smart,LONDON MASTER,12/09/2011,----,ISG,Commands,5ccbfdbacce52f167aeb7bee,128,Class 4,T345,2016-05-04 00:00:00,1064,1200M,10,1:12.02,GOOD,LONDON MASTER,2.0,N Callan,9-1/4,800000,18,11,HV,NORFOLK HANDICAP,5,TURF - C+3 Course,1 2 11,K L Man,Callan N.,郭能,8.0,N Callan,Man K.L.,文家良,8.0,K L Man
7,香江穩勝 ,T254,AUS,Miss Love,HARBOUR ALERT,21/08/2011,Harbour Alert,PP,Alert,5ccbfdbacce52f167aeb7bf1,120,Class 3,T254,2016-05-04 00:00:00,1272,1000M,7,0:57.45,GOOD,HARBOUR ALERT,6.0,B Prebble,1-3/4,1165000,5.3,2,HV,THE ST GEORGE'S CHALLENGE CUP (HANDICAP),6,TURF - C+3 Course,3 4 2,P O'Sullivan,Prebble B.,柏寶,10.0,B Prebble,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
7,威先生 ,T334,AUS,Prompt,MR RIGHT,29/08/2011,----,ISG,Statue Of Liberty,5ccbfdbacce52f167aeb7bf4,126,Class 3,T334,2016-05-04 00:00:00,1192,1000M,4,0:57.58,GOOD,MR RIGHT,2.0,G Lerena,2-1/2,1165000,4.3,6,HV,THE ST GEORGE'S CHALLENGE CUP (HANDICAP),6,TURF - C+3 Course,4 3 6,L Ho,Lerena G.,雷景勳,3.0,G Lerena,Ho L.,何良,8.0,L Ho
6,育馬妙星 ,V197,AUS,Like The Wind,BREEDERS' STAR,29/09/2012,Mistral Thief,PP,Jet Spur,5ccbfdbacce52f167aeb7bf5,115,Class 3,V197,2016-05-04 00:00:00,1121,1000M,9,0:57.57,GOOD,BREEDERS' STAR,11.0,K Teetan,2-1/2,1165000,54,5,HV,THE ST GEORGE'S CHALLENGE CUP (HANDICAP),6,TURF - C+3 Course,8 8 5,D E Ferraris,Teetan K.,田泰安,8.0,K Teetan,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,旅遊智者 ,V121,GB,Frabjous,TRAVEL SUCCESSOR,15/02/2013,Argentero,PP,Zoffany,5ccbfdbacce52f167aeb7bfb,124,Class 3,V121,2016-05-04 00:00:00,1082,1000M,8,0:59.09,GOOD,TRAVEL SUCCESSOR,3.0,Y T Cheng,12,1165000,347,12,HV,THE ST GEORGE'S CHALLENGE CUP (HANDICAP),6,TURF - C+3 Course,6 9 12,W Y So,Cheng Y.T.,鄭雨滇,4.0,Y T Cheng,So W.Y.,蘇偉賢,7.0,W Y So
8,火麒麟 ,T052,GB,Sparkling Eyes,RED KYLIN,23/04/2011,Blurred Vision,PP,Royal Applause,5ccbfdbacce52f167aeb7c00,118,Class 3,T052,2016-05-04 00:00:00,1083,1200M,10,1:11.08,GOOD,RED KYLIN,12.0,K Teetan,4-3/4,1165000,13,5,HV,SUFFOLK HANDICAP,7,TURF - C+3 Course,12 9 5,P F Yiu,Teetan K.,田泰安,8.0,K Teetan,Yiu P.F.,姚本輝,7.0,P F Yiu
6,勁有波幅 ,V081,AUS,Strikeline,HIGH VOLATILITY,03/11/2012,The Barrister,PP,Star Witness,5ccbfdbacce52f167aeb7c05,125,Class 3,V081,2016-05-04 00:00:00,1180,1200M,12,1:11.72,GOOD,HIGH VOLATILITY,5.0,C K Tong,8-3/4,1165000,222,10,HV,SUFFOLK HANDICAP,7,TURF - C+3 Course,8 10 10,K W Lui,Tong C.K.,湯智傑,0.0,C K Tong,Lui K.W.,呂健威,11.0,K W Lui
8,觀自在 ,S015,NZ,Asiana,ISHVARA,05/10/2010,----,PPG,Coats Choice,5ccbfdbacce52f167aeb7c09,124,Class 3,S015,2016-05-04 00:00:00,1071,1650M,7,1:40.74,GOOD,ISHVARA,7.0,H N Wong,3/4,1165000,18,2,HV,WARWICK HANDICAP,8,TURF - C+3 Course,2 1 1 2,T P Yung,Wong H.N.,黃皓楠,6.0,H N Wong,Yung T.P.,容天鵬,7.0,T P Yung
8,比卡超 ,S298,NZ,Mumtaz,PIKACHU,23/10/2010,Pikachu,PP,Keeper,5ccbfdbacce52f167aeb7c0e,130,Class 3,S298,2016-05-04 00:00:00,1097,1650M,2,1:41.04,GOOD,PIKACHU,8.0,Z Purton,2-3/4,1165000,4.3,7,HV,WARWICK HANDICAP,8,TURF - C+3 Course,8 11 11 7,D E Ferraris,Purton Z.,潘頓,15.0,Z Purton,Ferraris D.E.,霍利時,4.0,D E Ferraris
6,阿凡達 ,V123,IRE,Arabian Art,LOOK ERAS,16/04/2013,----,PPG,Dream Ahead,5ccbfdbacce52f167aeb7c15,123,Griffin Race,V123,2016-05-01 00:00:00,1021,1000M,7,0:57.27,GOOD,LOOK ERAS,1.0,K K Chiong,N,800000,1.3,2,ST,BERING SEA PLATE,1,TURF - B Course,4 1 2,Y S Tsui,Chiong K.K.,蔣嘉琦,12.0,K K Chiong,Tsui Y.S.,徐雨石,8.0,Y S Tsui
6,幸運神駒 ,V179,IRE,Open Book,HOLY UNICORN,23/04/2013,----,PPG,Holy Roman Emperor,5ccbfdbacce52f167aeb7c18,126,Griffin Race,V179,2016-05-01 00:00:00,1051,1000M,4,0:58.24,GOOD,HOLY UNICORN,4.0,M Chadwick,6-1/2,800000,57,5,ST,BERING SEA PLATE,1,TURF - B Course,6 7 5,A S Cruz,Chadwick M.,蔡明紹,4.0,M Chadwick,Cruz A.S.,告東尼,9.0,A S Cruz
5,龍城猛將 ,V225,AUS,Lady's Light,STRATHCLYDE,27/08/2013,----,PPG,Toorak Toff,5ccbfdbacce52f167aeb7c19,117,Griffin Race,V225,2016-05-01 00:00:00,1139,1000M,6,0:58.48,GOOD,STRATHCLYDE,7.0,D Whyte,8,800000,15,6,ST,BERING SEA PLATE,1,TURF - B Course,3 4 6,A T Millard,Whyte D.,韋達,7.0,D Whyte,Millard A.T.,苗禮德,8.0,A T Millard
8,真好漢 ,T213,AUS,Santoya,SUPER MAN,24/08/2010,Santoya Cat,PP,Tale Of The Cat,5ccbfdbacce52f167aeb7c2a,127,Class 4,T213,2016-05-01 00:00:00,1183,1400M,5,1:22.26,GOOD,SUPER MAN,4.0,O Doleuze,2-1/4,800000,13,2,ST,SOUTH CHINA SEA HANDICAP,3,TURF - B Course,1 1 1 2,W Y So,Doleuze O.,杜利萊,6.0,O Doleuze,So W.Y.,蘇偉賢,7.0,W Y So
8,凱旋星光 ,T224,NZ,Bexley,TRIUMPHANT LIGHT,01/11/2010,Be The Most,PP,Alamosa,5ccbfdbacce52f167aeb7c30,126,Class 4,T224,2016-05-01 00:00:00,1038,1400M,6,1:23.22,GOOD,TRIUMPHANT LIGHT,8.0,D Whyte,8-1/4,800000,9.1,8,ST,SOUTH CHINA SEA HANDICAP,3,TURF - B Course,9 8 9 8,D E Ferraris,Whyte D.,韋達,7.0,D Whyte,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,其樂無窮 ,S147,GB,Puzzling,HAPPY ROCKY,03/04/2011,----,PPG,Champs Elysees,5ccbfdbacce52f167aeb7c38,123,Class 3,S147,2016-05-01 00:00:00,1090,2000M,9,2:02.09,GOOD,HAPPY ROCKY,6.0,B Prebble,2-3/4,1165000,15,2,ST,SOUTHERN OCEAN HANDICAP,4,TURF - B Course,9 9 9 8 2,A Lee,Prebble B.,柏寶,10.0,B Prebble,Lee A.,李易達,6.0,A Lee
7,將才 ,V125,IRE,Cromac,GENERAL SHERMAN,16/04/2012,General Sherman,PP,Teofilo,5ccbfdbacce52f167aeb7c3b,126,Class 3,V125,2016-05-01 00:00:00,1073,2000M,1,2:02.14,GOOD,GENERAL SHERMAN,4.0,J Moreira,3-1/4,1165000,3,5,ST,SOUTHERN OCEAN HANDICAP,4,TURF - B Course,6 6 5 5 5,A S Cruz,Moreira J.,莫雷拉,25.0,J Moreira,Cruz A.S.,告東尼,9.0,A S Cruz
6,財寶家駒 ,V101,AUS,Truly Kissed,HOME RUN,25/09/2012,----,PPG,Hinchinbrook,5ccbfdbacce52f167aeb7c42,125,Class 4,V101,2016-05-01 00:00:00,1098,1400M,8,1:23.03,GOOD,HOME RUN,4.0,J Moreira,3/4,800000,2.5,2,ST,SOUTH CHINA SEA HANDICAP,5,TURF - B Course,12 12 10 2,Y S Tsui,Moreira J.,莫雷拉,25.0,J Moreira,Tsui Y.S.,徐雨石,8.0,Y S Tsui
7,駕迅 ,T063,AUS,Rondalla,AMBITIOUS SPEEDY,14/09/2011,Dallas Cowboy,PPG,Bon Hoffa,5ccbfdbacce52f167aeb7c45,119,Class 4,T063,2016-05-01 00:00:00,1179,1400M,3,1:23.21,GOOD,AMBITIOUS SPEEDY,10.0,H W Lai,2,800000,24,5,ST,SOUTH CHINA SEA HANDICAP,5,TURF - B Course,10 8 6 5,A Lee,Lai H.W.,黎海榮,4.0,H W Lai,Lee A.,李易達,6.0,A Lee
6,勁飛聖 ,T361,NZ,Dandify,FLYING MONKEY,07/09/2012,----,PPG,Pins,5ccbfdbacce52f167aeb7c48,124,Class 4,T361,2016-05-01 00:00:00,1062,1400M,13,1:23.32,GOOD,FLYING MONKEY,6.0,O Bosson,2-3/4,800000,37,8,ST,SOUTH CHINA SEA HANDICAP,5,TURF - B Course,1 2 1 8,W Y So,Bosson O.,寶遜,4.0,O Bosson,So W.Y.,蘇偉賢,7.0,W Y So
7,金錢炮 ,T022,AUS,Dance Hit,GOLDEN CANNON,18/09/2011,----,PPG,Danzero,5ccbfdbacce52f167aeb7c4c,115,Class 4,T022,2016-05-01 00:00:00,958,1400M,12,1:23.90,GOOD,GOLDEN CANNON,13.0,M Chadwick,6-1/4,800000,148,12,ST,SOUTH CHINA SEA HANDICAP,5,TURF - B Course,8 1 2 12,D Cruz,Chadwick M.,蔡明紹,4.0,M Chadwick,Cruz D.,告達理,5.0,D Cruz
7,爪皇烈焰 ,T353,AUS,Princess Laya,NITRO EXPRESS,12/08/2011,Alderaanian,PP,Nadeem,5ccbfdbacce52f167aeb7c54,133,Class 4,T353,2016-05-01 00:00:00,1136,1200M,3,1:10.48,GOOD,NITRO EXPRESS,3.0,D Whyte,2-1/2,800000,8.4,4,ST,ARCTIC OCEAN HANDICAP,6,TURF - B Course,5 8 4,D E Ferraris,Whyte D.,韋達,7.0,D Whyte,Ferraris D.E.,霍利時,4.0,D E Ferraris
8,有衝勁 ,T220,GB,Chinese White,BEST EFFORT,25/03/2011,Chinese Jade,PP,Cape Cross,5ccbfdbacce52f167aeb7c5a,129,Class 4,T220,2016-05-01 00:00:00,991,1200M,8,1:11.11,GOOD,BEST EFFORT,6.0,M Chadwick,6-1/4,800000,110,12,ST,ARCTIC OCEAN HANDICAP,6,TURF - B Course,13 13 12,A Schutz,Chadwick M.,蔡明紹,4.0,M Chadwick,Schutz A.,孫達志,4.0,A Schutz
7,添好運 ,T306,AUS,Lucky Beauty,TEAM FORTUNE,20/09/2011,Clay,PPG,I Am Invincible,5ccbfdbacce52f167aeb7c85,120,Class 3,T306,2016-05-01 00:00:00,1123,1400M,4,1:22.63,GOOD,TEAM FORTUNE,13.0,B Prebble,2-1/2,1165000,7.6,4,ST,INDIAN OCEAN HANDICAP,10,TURF - B Course,5 2 2 4,W Y So,Prebble B.,柏寶,10.0,B Prebble,So W.Y.,蘇偉賢,7.0,W Y So
7,歡樂一生 ,T134,AUS,Cheer Girl,JOYFUL MOMENTS,15/10/2011,Sequential Leader,PPG,Sequalo,5ccbfdbacce52f167aeb7c88,133,Class 3,T134,2016-05-01 00:00:00,1107,1400M,10,1:22.73,GOOD,JOYFUL MOMENTS,1.0,Z Purton,3,1165000,3.6,7,ST,INDIAN OCEAN HANDICAP,10,TURF - B Course,2 3 3 7,R Gibson,Purton Z.,潘頓,15.0,Z Purton,Gibson R.,高伯新,5.0,R Gibson
8,旅遊首席 ,T098,IRE,Starship,TRAVEL FIRST,19/03/2011,Bilimbi,PP,Duke Of Marmalade,5ccbfdbacce52f167aeb7c8a,133,Class 3,T098,2016-05-01 00:00:00,1183,1400M,1,1:22.87,GOOD,TRAVEL FIRST,3.0,T Angland,4,1165000,5.3,9,ST,INDIAN OCEAN HANDICAP,10,TURF - B Course,7 6 5 9,C H Yip,Angland T.,安國倫,20.0,T Angland,Yip C.H.,葉楚航,7.0,C H Yip
6,綠勇士 ,V126,AUS,Cristallo,GREEN CARD,30/08/2012,Green Card,PP,All American,5ccbfdbacce52f167aeb7c92,125,Class 3,V126,2016-05-01 00:00:00,1148,1200M,6,1:09.70,GOOD,GREEN CARD,4.0,T Berry,HD,1165000,3.5,2,ST,ATLANTIC OCEAN HANDICAP,11,TURF - B Course,9 9 2,J Moore,Berry T.,貝湯美,12.0,T Berry,Moore J.,約翰摩亞,10.0,J Moore
6,實力飛駒 ,V138,AUS,Diamond Masque,MOMENT OF POWER,07/09/2012,Moment Of Power,PPG,Exceed And Excel,5ccbfdbacce52f167aeb7cac,133,Class 4,V138,2016-04-27 00:00:00,1069,1000M,10,0:57.34,GOOD,MOMENT OF POWER,1.0,Z Purton,2,800000,2.8,2,HV,INCHEON HANDICAP,2,TURF - C Course,2 2 2,P O'Sullivan,Purton Z.,潘頓,15.0,Z Purton,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
9,頌友 ,N360,NZ,Mrs Zoff,HEARTS KEEPER,10/09/2009,----,PPG,Keeper,5ccbfdbacce52f167aeb7cb7,125,Class 4,N360,2016-04-27 00:00:00,---,1000M,---,---,GOOD,HEARTS KEEPER,nan,H N Wong,---,800000,---,WV,HV,INCHEON HANDICAP,2,TURF - C Course,---,D E Ferraris,Wong H.N.,黃皓楠,6.0,H N Wong,Ferraris D.E.,霍利時,4.0,D E Ferraris
7,威利熱流 ,T281,AUS,Dizelle,WILLIE WAY,11/10/2011,Willie Way,PPG,More Than Ready,5ccbfdbacce52f167aeb7cd1,118,Class 4,T281,2016-04-27 00:00:00,1124,1800M,2,1:49.77,GOOD,WILLIE WAY,10.0,K Teetan,HD,800000,9.8,2,HV,DAEJEON HANDICAP,5,TURF - C Course,10 9 8 7 2,P O'Sullivan,Teetan K.,田泰安,8.0,K Teetan,O'Sullivan P.,蘇保羅,13.0,P O'Sullivan
10,富貴榮華 ,P324,IRE,Saoire,WEALTHY FORTUNE,17/02/2009,Requisition,PP,Invincible Spirit,5ccbfdbacce52f167aeb7cd5,121,Class 4,P324,2016-04-27 00:00:00,1015,1800M,1,1:50.35,GOOD,WEALTHY FORTUNE,6.0,K C Leung,4,800000,7.9,6,HV,DAEJEON HANDICAP,5,TURF - C Course,6 6 6 6 6,K L Man,Leung K.C.,梁家俊,6.0,K C Leung,Man K.L.,文家良,8.0,K L Man
8,金碧輝煌 ,T076,NZ,Victoria Bay,GOLDEN GLORY,08/09/2010,Burgundian,PP,Patapan,5ccbfdbacce52f167aeb7cdf,113,Class 3,T076,2016-04-27 00:00:00,1046,1200M,2,1:10.44,GOOD,GOLDEN GLORY,11.0,K Teetan,2-1/2,1165000,66,4,HV,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),6,TURF - C Course,5 5 4,A Lee,Teetan K.,田泰安,8.0,K Teetan,Lee A.,李易達,6.0,A Lee
8,軍歌 ,T103,GB,Pearl Dance,BORN IN CHINA,28/05/2011,Born In Bombay,PP,Shamardal,5ccbfdbacce52f167aeb7cf5,133,Class 2,T103,2016-04-27 00:00:00,1080,1200M,3,1:10.22,GOOD,BORN IN CHINA,1.0,D Whyte,SH,1650000,8,2,HV,SEOUL HANDICAP,8,TURF - C Course,7 8 2,K W Lui,Whyte D.,韋達,7.0,D Whyte,Lui K.W.,呂健威,11.0,K W Lui
7,開心神駒 ,T200,AUS,Stand By Your Man,HIGH FIVE,03/10/2011,Copy Watch,PP,Time Thief,5ccbfdbacce52f167aeb7cfa,123,Class 2,T200,2016-04-27 00:00:00,1047,1200M,9,1:10.58,GOOD,HIGH FIVE,4.0,N Callan,2-1/4,1650000,13,7,HV,SEOUL HANDICAP,8,TURF - C Course,8 9 7,A T Millard,Callan N.,郭能,8.0,N Callan,Millard A.T.,苗禮德,8.0,A T Millard
7,彩福 ,T371,AUS,Mezentseva,MIDNIGHT RATTLER,10/11/2011,Midnight Rattler,PP,Clang,5ccbfdbacce52f167aeb7cfc,116,Class 2,T371,2016-04-27 00:00:00,1126,1200M,4,1:10.72,GOOD,MIDNIGHT RATTLER,8.0,K C Leung,3-1/4,1650000,20,9,HV,SEOUL HANDICAP,8,TURF - C Course,4 5 9,J Moore,Leung K.C.,梁家俊,6.0,K C Leung,Moore J.,約翰摩亞,10.0,J Moore
6,瀟灑王子 ,V069,AUS,Angora,CARE FREE PRINCE,21/08/2012,Care Free Boy,PPG,Street Sense,5ccbfdbacce52f167aeb7d10,125,Class 4,V069,2016-04-24 00:00:00,1106,1400M,10,1:22.89,GOOD,CARE FREE PRINCE,8.0,Z Purton,-,800000,6.5,1,ST,AUDEMARS PIGUET LADY ROYAL OAK OFFSHORE HANDICAP,2,TURF - A Course,4 1 1 1,K L Man,Purton Z.,潘頓,15.0,Z Purton,Man K.L.,文家良,8.0,K L Man
7,佳運來 ,T380,AUS,Russian Belle,GREAT TREASURE,13/11/2011,Haparanda,PP,Husson,5ccbfdbacce52f167aeb7d19,128,Class 4,T380,2016-04-24 00:00:00,975,1400M,9,1:24.03,GOOD,GREAT TREASURE,1.0,K C Ng,7-1/4,800000,201,10,ST,AUDEMARS PIGUET LADY ROYAL OAK OFFSHORE HANDICAP,2,TURF - A Course,14 12 12 10,T K Ng,Ng K.C.,吳嘉晉,2.0,K C Ng,Ng T.K.,吳定強,4.0,T K Ng
6,永常喜 ,V107,NZ,Striking Sneek,HAPPY SOUND,01/12/2012,----,PPG,Thewayyouare,5ccbfdbacce52f167aeb7d21,118,Class 4,V107,2016-04-24 00:00:00,1134,1200M,4,1:11.00,GOOD,HAPPY SOUND,14.0,C Schofield,4-3/4,800000,224,4,ST,AUDEMARS PIGUET ROYAL OAK HANDICAP,3,TURF - A Course,1 2 4,A Lee,Schofield C.,史卓豐,7.0,C Schofield,Lee A.,李易達,6.0,A Lee
