date,raceCource,raceNo,going,raceName,road,money,class,dist,plc,horseNo,horseName,jockey,trainer,awt,dhw,draw,lbw,runPos,finishTime,odds,horseCode,Chinese Name,Code,English Name,Former Name,Sire,Dam,Import Type,Country Of Origin,Age,Foaling Date,Jockey,騎師_x,1ST_x,1DH_x,2ND_x,2DH_x,3RD_x,3DH_x,4TH_x,4DH_x,5TH_x,5DH_x,STARTS_x,STAKES_x,Win%_x,騎師_y,Jockey2,Trainer,練馬師_x,1ST_y,1DH_y,2ND_y,2DH_y,3RD_y,3DH_y,4TH_y,4DH_y,5TH_y,5DH_y,STARTS_y,STAKES_y,Win%_y,練馬師_y,Trainer2,DamRank,SireRank
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,6,8.0,DIAMOND RHYME,A Sanna,K W Lui,124,1032,6,8,8 7 6 6,1:23.73,9.9,B183,鑽飾明駝 ,B183,DIAMOND RHYME,Keeper Keen,Sebring,Keeper Quiet,PP,AUS,4.0,2014-08-20 00:00:00,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Lui K.W.,呂健威,46,--,33,--,37,--,26,2,26,--,382,46833915.0,12.00,呂健威,K W Lui,6.0,6.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,7,12.0,INTREPIC,M F Poon,D J Hall,112,998,10,8-1/2,5 5 5 7,1:23.79,9.1,A139,威力名城 ,A139,INTREPIC,Intrepic,Medaglia d'Oro,Across The Moon,PP,AUS,6.0,2012-08-30 00:00:00,Poon M.F.,潘明輝,35,--,37,--,50,--,42,--,47,--,454,43238600.0,7.7,潘明輝,M F Poon,Hall D.J.,賀賢,20,--,38,--,30,1,30,--,27,--,386,29685140.0,5.20,賀賢,D J Hall,7.0,4.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,8,14.0,SUPER FUN,M Chadwick,L Ho,116,1106,11,9-3/4,6 2 3 8,1:23.99,205,A408,勁好玩 ,A408,SUPER FUN,De Boss Man,Dandy Man,Dame Hester,PP,IRE,5.0,2014-01-04 00:00:00,Chadwick M.,蔡明紹,19,--,32,--,20,--,35,--,36,--,386,28801650.0,4.9,蔡明紹,M Chadwick,Ho L.,何良,32,--,36,--,36,--,33,1,41,--,467,38093795.0,6.90,何良,L Ho,8.0,8.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,9,5.0,SIXTY SIXTY,D Whyte,R Gibson,130,1139,13,12-3/4,11 11 11 9,1:24.48,78,B144,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Whyte D.,韋達,28,--,37,--,35,--,35,--,41,1,400,38252500.0,7.0,韋達,D Whyte,Gibson R.,高伯新,28,1,24,--,35,--,23,--,29,--,332,30533370.0,8.40,高伯新,R Gibson,nan,nan
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,10,10.0,HOME RUN,W M Lai,Y S Tsui,124,1156,8,16-3/4,10 10 10 10,1:25.13,21,V101,財寶家駒 ,V101,HOME RUN,----,Hinchinbrook,Truly Kissed,PPG,AUS,6.0,2012-09-25 00:00:00,Lai W.M.,賴維銘,5,--,10,--,17,--,16,3,21,--,309,9378525.0,1.6,賴維銘,W M Lai,Tsui Y.S.,徐雨石,40,1,46,--,40,--,40,1,43,1,523,44427620.0,7.60,徐雨石,Y S Tsui,10.0,10.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,11,4.0,RACING FIGHTER,T Berry,M J Freedman,130,1161,2,19-1/4,4 6 7 11,1:25.52,35,B285,競技勇士 ,B285,RACING FIGHTER,As You Will,Mastercraftsman,Comme Tu Veux,PP,NZ,4.0,2014-04-11 00:00:00,Berry T.,貝湯美,20,--,26,--,38,1,33,--,39,--,418,45697300.0,4.8,貝湯美,T Berry,Freedman M.J.,麥菲文,14,--,24,1,19,1,12,1,27,--,261,18641800.0,5.40,麥菲文,M J Freedman,11.0,8.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,12,9.0,HAPPY FUN,U Rispoli,C S Shum,124,1136,12,19-1/2,13 14 14 12,1:25.55,45,B316,開心好玩 ,B316,HAPPY FUN,Darci de Luca,Darci Brahma,Mystery Creek,PP,NZ,5.0,2013-10-19 00:00:00,Rispoli U.,李寶利,31,--,33,--,34,--,40,1,36,--,465,39452275.0,6.7,李寶利,U Rispoli,Shum C.S.,沈集成,51,--,41,--,42,--,35,--,33,--,488,63076620.0,10.50,沈集成,C S Shum,12.0,7.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,13,6.0,HIGH SPIRIT,C Y Ho,D E Ferraris,115,1105,14,20,14 13 13 13,1:25.66,39,A138,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Ho C.Y.,何澤堯,24,--,22,--,32,--,30,2,31,1,458,27797650.0,5.2,何澤堯,C Y Ho,Ferraris D.E.,霍利時,27,--,40,--,41,--,47,1,46,1,488,33464060.0,5.50,霍利時,D E Ferraris,nan,nan
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,14,1.0,ARCADA,H N Wong,P F Yiu,130,1115,9,27-1/2,9 9 12 14,1:26.85,201,A240,有備而來 ,A240,ARCADA,Arcada,Rip Van Winkle,Applause,PP,IRE,5.0,2014-03-15 00:00:00,Wong H.N.,黃皓楠,24,1,23,--,18,--,23,1,27,1,367,26146425.0,6.5,黃皓楠,H N Wong,Yiu P.F.,姚本輝,35,--,27,--,46,--,36,--,28,1,414,42458950.0,8.50,姚本輝,P F Yiu,14.0,10.0
2018-07-15 00:00:00,ST,9,YIELDING,SIGHT WINNER HANDICAP,TURF - "A" Course,1310000,Class 3,1400M,WV,nan,CHEERS TREASURE,K C Ng,T P Yung,124,---,---,---,---,---,---,B241,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Ng K.C.,吳嘉晉,2,--,5,--,8,--,12,--,10,--,275,4990400.0,0.7,吳嘉晉,K C Ng,Yung T.P.,容天鵬,30,--,24,--,17,--,23,--,20,--,351,31432560.0,8.50,容天鵬,T P Yung,nan,nan
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,1,13.0,SUPERICH,J Moreira,F C Lor,118,1138,14,-,3 2 1,1:09.71,4.1,B257,好運多贏 ,B257,SUPERICH,----,Red Giant,Daly Charm,PPG,NZ,4.0,2014-09-16 00:00:00,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,1.0,3.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,2,14.0,NOBLE STEED,C Y Ho,K W Lui,115,1148,4,2-3/4,4 4 2,1:10.15,3.7,A326,威進駒 ,A326,NOBLE STEED,----,Street Cry,Extension Of Time,ISG,AUS,5.0,2013-04-10 00:00:00,Ho C.Y.,何澤堯,24,--,22,--,32,--,30,2,31,1,458,27797650.0,5.2,何澤堯,C Y Ho,Lui K.W.,呂健威,46,--,33,--,37,--,26,2,26,--,382,46833915.0,12.00,呂健威,K W Lui,2.0,7.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,3,5.0,ALCARI,K Teetan,P F Yiu,125,1185,2,4-1/4,7 8 3,1:10.37,5.2,A354,魅影揚飛 ,A354,ALCARI,----,All Too Hard,Cariad,PPG,AUS,4.0,2014-08-24 00:00:00,Teetan K.,田泰安,52,1,54,1,70,--,60,--,57,--,588,70099585.0,8.8,田泰安,K Teetan,Yiu P.F.,姚本輝,35,--,27,--,46,--,36,--,28,1,414,42458950.0,8.50,姚本輝,P F Yiu,3.0,3.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,4,4.0,GOOD BEAUTY,C Schofield,J Moore,126,1027,9,5-3/4,11 12 4,1:10.64,46,B384,健康美麗 ,B384,GOOD BEAUTY,Shallotti,Hard Spun,Lush Liaison,PP,AUS,4.0,2014-08-26 00:00:00,Schofield C.,史卓豐,38,--,27,--,33,--,44,--,31,--,410,55103300.0,9.3,史卓豐,C Schofield,Moore J.,約翰摩亞,33,--,39,--,35,--,44,--,47,--,498,96764400.0,6.60,約翰摩亞,J Moore,4.0,5.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,5,7.0,MIGHTY MAVERICK,M F Poon,D Cruz,118,1148,8,6-1/4,10 9 5,1:10.71,10,V150,神威敖翔 ,V150,MIGHTY MAVERICK,Mighty Maverick,Snitzel,Thunder Belle,PP,AUS,7.0,2011-09-18 00:00:00,Poon M.F.,潘明輝,35,--,37,--,50,--,42,--,47,--,454,43238600.0,7.7,潘明輝,M F Poon,Cruz D.,告達理,13,--,9,--,10,--,20,--,27,1,212,11727250.0,6.10,告達理,D Cruz,5.0,4.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,6,1.0,KEY WITNESS,D Whyte,A S Cruz,133,1206,3,7,14 14 6,1:10.83,31,S212,英勇大師 ,S212,KEY WITNESS,Fujimoto,Show A Heart,Jessepic,PPG,AUS,8.0,2010-03-10 00:00:00,Whyte D.,韋達,28,--,37,--,35,--,35,--,41,1,400,38252500.0,7.0,韋達,D Whyte,Cruz A.S.,告東尼,53,--,54,--,50,--,73,1,52,--,583,139304960.0,9.10,告東尼,A S Cruz,6.0,4.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,7,12.0,ALL GREAT FRIENDS,H N Wong,K L Man,115,1048,6,8-1/2,9 10 7,1:11.07,77,S279,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Wong H.N.,黃皓楠,24,1,23,--,18,--,23,1,27,1,367,26146425.0,6.5,黃皓楠,H N Wong,Man K.L.,文家良,22,--,25,--,30,--,30,2,47,--,439,27281275.0,5.00,文家良,K L Man,nan,nan
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,8,10.0,LUCKY GUY,W M Lai,C H Yip,119,1211,11,9,12 13 8,1:11.16,38,T349,老友威威 ,T349,LUCKY GUY,Next Day,Domesday,Tintoretto,PP,AUS,7.0,2011-01-10 00:00:00,Lai W.M.,賴維銘,5,--,10,--,17,--,16,3,21,--,309,9378525.0,1.6,賴維銘,W M Lai,Yip C.H.,葉楚航,40,--,40,--,43,--,41,1,42,--,535,41333450.0,7.50,葉楚航,C H Yip,8.0,8.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,9,11.0,MONEYMORE,K C Ng,A Lee,116,1060,1,9-1/2,1 3 9,1:11.24,27,B182,友盈有款 ,B182,MONEYMORE,Nick's Reward,Reward For Effort,Just Stunning,PP,AUS,4.0,2014-05-10 00:00:00,Ng K.C.,吳嘉晉,2,--,5,--,8,--,12,--,10,--,275,4990400.0,0.7,吳嘉晉,K C Ng,Lee A.,李易達,15,--,23,--,22,--,36,--,25,1,371,16545500.0,4.00,李易達,A Lee,10.0,8.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,10,3.0,GAMECHANGERS,S Clipperton,J Size,126,982,10,10-1/2,6 6 10,1:11.39,20,A162,話得事 ,A162,GAMECHANGERS,Aspen Mountain,Canford Cliffs,Awjila,PP,IRE,6.0,2013-01-26 00:00:00,Clipperton S.,祈普敦,18,--,27,--,26,1,21,--,22,--,341,35485300.0,5.3,祈普敦,S Clipperton,Size J.,蔡約翰,87,--,66,2,50,--,54,--,35,1,508,176441240.0,17.10,蔡約翰,J Size,10.0,10.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,11,9.0,BIG FORTUNE,U Rispoli,L Ho,119,1020,7,10-1/2,5 7 11,1:11.39,11,B220,發財寶 ,B220,BIG FORTUNE,Feng Chu,Moshe,Divine Lady,PP,AUS,4.0,2014-05-09 00:00:00,Rispoli U.,李寶利,31,--,33,--,34,--,40,1,36,--,465,39452275.0,6.7,李寶利,U Rispoli,Ho L.,何良,32,--,36,--,36,--,33,1,41,--,467,38093795.0,6.90,何良,L Ho,11.0,11.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,12,2.0,LUCKY DOLLAR,Z Purton,T P Yung,128,1180,5,11-3/4,2 1 12,1:11.61,9.1,A021,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Purton Z.,潘頓,136,--,107,1,64,1,60,1,47,--,635,181824240.0,21.4,潘頓,Z Purton,Yung T.P.,容天鵬,30,--,24,--,17,--,23,--,20,--,351,31432560.0,8.50,容天鵬,T P Yung,nan,nan
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,13,6.0,MASTER ALBERT,K C Leung,W Y So,125,1118,13,12-3/4,13 11 13,1:11.73,26,A296,馬功臣 ,A296,MASTER ALBERT,Albert Of Clonmel,Magic Albert,Kate Of Clonmel,PP,AUS,5.0,2013-09-22 00:00:00,Leung K.C.,梁家俊,37,--,38,--,44,--,41,1,49,--,553,60011150.0,6.7,梁家俊,K C Leung,So W.Y.,蘇偉賢,27,--,48,--,31,--,31,--,40,1,468,37629690.0,5.80,蘇偉賢,W Y So,13.0,7.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,14,8.0,MY POWER,M Chadwick,C S Shum,120,1077,12,14,8 5 14,1:11.93,183,B267,叫座力 ,B267,MY POWER,Eire Rock,Most Improved,Sparkling Rock,PP,IRE,4.0,2015-03-16 00:00:00,Chadwick M.,蔡明紹,19,--,32,--,20,--,35,--,36,--,386,28801650.0,4.9,蔡明紹,M Chadwick,Shum C.S.,沈集成,51,--,41,--,42,--,35,--,33,--,488,63076620.0,10.50,沈集成,C S Shum,14.0,14.0
2018-07-15 00:00:00,ST,10,YIELDING,ENTRAPMENT HANDICAP,TURF - "A" Course,1310000,Class 3,1200M,WV,nan,SWEET LEADER,N Callan,C W Chang,132,---,---,---,---,---,---,B347,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Callan N.,郭能,25,--,33,--,39,--,34,--,47,2,423,36670300.0,5.9,郭能,N Callan,Chang C.W.,鄭俊偉,16,--,16,--,33,--,21,1,24,--,356,16814650.0,4.50,鄭俊偉,C W Chang,nan,nan
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,1,8.0,STAR SHINE,D Whyte,K W Lui,122,1193,8,-,9 7 4 1,1:22.33,13,B163,輝煌星 ,B163,STAR SHINE,Kalvena,Magic Albert,Kvarena,PP,AUS,5.0,2013-08-15 00:00:00,Whyte D.,韋達,28,--,37,--,35,--,35,--,41,1,400,38252500.0,7.0,韋達,D Whyte,Lui K.W.,呂健威,46,--,33,--,37,--,26,2,26,--,382,46833915.0,12.00,呂健威,K W Lui,1.0,7.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,2,9.0,HEZTHEWONFORUS,J Moreira,J Size,121,1072,14,SH,3 1 1 2,1:22.34,3.4,B287,志同道合 ,B287,HEZTHEWONFORUS,Hezthewonforus,Sufficient,Party Queen,PP,NZ,4.0,2014-04-09 00:00:00,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Size J.,蔡約翰,87,--,66,2,50,--,54,--,35,1,508,176441240.0,17.10,蔡約翰,J Size,2.0,2.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,3,7.0,SOLAR PATCH,Z Purton,J Moore,123,1175,1,N,6 4 3 3,1:22.40,2.2,B307,錶之太陽 ,B307,SOLAR PATCH,Solar Patch,Stratum,Fleeting Touch,PP,AUS,4.0,2014-10-18 00:00:00,Purton Z.,潘頓,136,--,107,1,64,1,60,1,47,--,635,181824240.0,21.4,潘頓,Z Purton,Moore J.,約翰摩亞,33,--,39,--,35,--,44,--,47,--,498,96764400.0,6.60,約翰摩亞,J Moore,3.0,2.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,4,4.0,DRAGON GENERAL,U Rispoli,Y S Tsui,124,1097,13,2,14 14 9 4,1:22.64,26,T400,皇龍大將 ,T400,DRAGON GENERAL,Casper's Ghost,Reaan,Grey Deceiver,PP,AUS,7.0,2011-09-23 00:00:00,Rispoli U.,李寶利,31,--,33,--,34,--,40,1,36,--,465,39452275.0,6.7,李寶利,U Rispoli,Tsui Y.S.,徐雨石,40,1,46,--,40,--,40,1,43,1,523,44427620.0,7.60,徐雨石,Y S Tsui,4.0,4.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,5,12.0,KEEN VENTURE,K Teetan,A Lee,119,1108,7,4-1/2,13 13 13 5,1:23.07,10,A024,勝利導航 ,A024,KEEN VENTURE,Tulsa,Sebring,Morning Dews,PP,AUS,6.0,2012-01-09 00:00:00,Teetan K.,田泰安,52,1,54,1,70,--,60,--,57,--,588,70099585.0,8.8,田泰安,K Teetan,Lee A.,李易達,15,--,23,--,22,--,36,--,25,1,371,16545500.0,4.00,李易達,A Lee,5.0,6.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,6,11.0,XIANG BAI QI,A Sanna,D E Ferraris,121,992,9,5-1/4,12 10 5 6,1:23.18,23,B336,鑲白旗 ,B336,XIANG BAI QI,Amore Hass,Azamour,Hassaya,PP,IRE,5.0,2014-03-23 00:00:00,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Ferraris D.E.,霍利時,27,--,40,--,41,--,47,1,46,1,488,33464060.0,5.50,霍利時,D E Ferraris,6.0,6.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,7,10.0,LOCKHEED,K C Leung,C S Shum,121,1059,10,6-1/2,1 2 2 7,1:23.39,50,B087,同樂日 ,B087,LOCKHEED,Lockheed,Exceed And Excel,Clinical,PP,GB,5.0,2014-01-24 00:00:00,Leung K.C.,梁家俊,37,--,38,--,44,--,41,1,49,--,553,60011150.0,6.7,梁家俊,K C Leung,Shum C.S.,沈集成,51,--,41,--,42,--,35,--,33,--,488,63076620.0,10.50,沈集成,C S Shum,7.0,5.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,8,3.0,APOLLO'S CHOICE,H N Wong,F C Lor,122,1049,11,9-3/4,11 12 11 8,1:23.89,42,S312,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Wong H.N.,黃皓楠,24,1,23,--,18,--,23,1,27,1,367,26146425.0,6.5,黃皓楠,H N Wong,Lor F.C.,羅富全,65,--,47,--,49,--,39,--,34,--,432,62296860.0,15.00,羅富全,F C Lor,nan,nan
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,9,6.0,KINGSFIELD,T Berry,R Gibson,123,1135,4,10-1/2,5 6 10 9,1:24.00,17,T403,勇霸神駒 ,T403,KINGSFIELD,Rom Baro,Time Thief,Gypsy Mai,PP,AUS,7.0,2011-10-28 00:00:00,Berry T.,貝湯美,20,--,26,--,38,1,33,--,39,--,418,45697300.0,4.8,貝湯美,T Berry,Gibson R.,高伯新,28,1,24,--,35,--,23,--,29,--,332,30533370.0,8.40,高伯新,R Gibson,9.0,8.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,10,2.0,MY DARLING,B Prebble,P O'Sullivan,128,1140,3,11-1/4,7 8 6 10,1:24.13,32,V142,劍斷浪 ,V142,MY DARLING,Caifu,Mossman,Syrian Bride,PPG,AUS,6.0,2012-10-29 00:00:00,Prebble B.,柏寶,20,--,25,--,32,--,23,--,29,--,347,37135000.0,5.8,柏寶,B Prebble,O'Sullivan P.,蘇保羅,40,--,42,1,39,1,38,--,36,--,452,43964855.0,8.80,蘇保羅,P O'Sullivan,10.0,9.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,11,1.0,MR GENUINE,M F Poon,D J Hall,126,1098,2,12-1/2,2 5 8 11,1:24.33,32,S253,真先生 ,S253,MR GENUINE,Exogenesis,Dark Angel,Secret Key,PP,IRE,8.0,2011-04-25 00:00:00,Poon M.F.,潘明輝,35,--,37,--,50,--,42,--,47,--,454,43238600.0,7.7,潘明輝,M F Poon,Hall D.J.,賀賢,20,--,38,--,30,1,30,--,27,--,386,29685140.0,5.20,賀賢,D J Hall,11.0,11.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,12,13.0,TEAM FORTUNE,K C Ng,W Y So,116,1140,12,15-3/4,10 11 14 12,1:24.86,243,T306,添好運 ,T306,TEAM FORTUNE,Clay,I Am Invincible,Lucky Beauty,PPG,AUS,7.0,2011-09-20 00:00:00,Ng K.C.,吳嘉晉,2,--,5,--,8,--,12,--,10,--,275,4990400.0,0.7,吳嘉晉,K C Ng,So W.Y.,蘇偉賢,27,--,48,--,31,--,31,--,40,1,468,37629690.0,5.80,蘇偉賢,W Y So,12.0,10.0
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,13,5.0,DRAGON LIPS,N Callan,A S Cruz,123,1028,5,16-3/4,8 9 12 13,1:25.03,90,B212,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Callan N.,郭能,25,--,33,--,39,--,34,--,47,2,423,36670300.0,5.9,郭能,N Callan,Cruz A.S.,告東尼,53,--,54,--,50,--,73,1,52,--,583,139304960.0,9.10,告東尼,A S Cruz,nan,nan
2018-07-15 00:00:00,ST,11,YIELDING,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),TURF - "A" Course,1860000,Class 2,1400M,14,14.0,ATTENTION,C Schofield,A T Millard,118,1122,6,20,4 3 7 14,1:25.53,22,B306,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Schofield C.,史卓豐,38,--,27,--,33,--,44,--,31,--,410,55103300.0,9.3,史卓豐,C Schofield,Millard A.T.,苗禮德,34,--,24,--,30,--,29,--,23,--,291,47944320.0,11.70,苗禮德,A T Millard,nan,nan
2018-07-11 00:00:00,HV,1,GOOD TO FIRM,STREET CAT HANDICAP,TURF - "A" Course,660000,Class 5,1650M,1,2.0,LETSGOFREE,J Moreira,C Fownes,133,974,4,-,9 9 9 1,1:40.79,4.3,T292,自由飛翔 ,T292,LETSGOFREE,----,Fast Company,Ramamara,PPG,IRE,7.0,2012-02-16 00:00:00,Moreira J.,莫雷拉,134,--,98,1,76,--,74,1,50,--,660,162786520.0,20.3,莫雷拉,J Moreira,Fownes C.,方嘉柏,39,--,41,--,40,1,47,1,49,1,522,47634720.0,7.50,方嘉柏,C Fownes,1.0,2.0
2018-07-11 00:00:00,HV,1,GOOD TO FIRM,STREET CAT HANDICAP,TURF - "A" Course,660000,Class 5,1650M,2,11.0,CELEBRATION,A Sanna,D E Ferraris,119,1033,12,NOSE,12 12 11 2,1:40.79,24,A085,金禧足球 ,A085,CELEBRATION,----,O'Reilly,One Love,PPG,NZ,5.0,2013-10-16 00:00:00,Sanna A.,沈拿,17,--,16,--,24,--,36,--,23,1,344,26315150.0,4.9,沈拿,A Sanna,Ferraris D.E.,霍利時,27,--,40,--,41,--,47,1,46,1,488,33464060.0,5.50,霍利時,D E Ferraris,2.0,4.0
2018-07-11 00:00:00,HV,1,GOOD TO FIRM,STREET CAT HANDICAP,TURF - "A" Course,660000,Class 5,1650M,3,7.0,DUTCH WINDMILL,S Clipperton,C W Chang,127,1058,10,HD,11 10 8 3,1:40.82,10,T288,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaT,Clipperton S.,祈普敦,18,--,27,--,26,1,21,--,22,--,341,35485300.0,5.3,祈普敦,S Clipperton,Chang C.W.,鄭俊偉,16,--,16,--,33,--,21,1,24,--,356,16814650.0,4.50,鄭俊偉,C W Chang,nan,nan
2018-07-11 00:00:00,HV,1,GOOD TO FIRM,STREET CAT HANDICAP,TURF - "A" Course,660000,Class 5,1650M,4,5.0,ROOKIE STAR,N Callan,P F Yiu,131,980,7,1-1/4,5 4 4 4,1:40.98,8.6,A384,生力軍 ,A384,ROOKIE STAR,Impossible Choice,Hard Spun,Tango's Choice,PPG,AUS,5.0,2013-10-14 00:00:00,Callan N.,郭能,25,--,33,--,39,--,34,--,47,2,423,36670300.0,5.9,郭能,N Callan,Yiu P.F.,姚本輝,35,--,27,--,46,--,36,--,28,1,414,42458950.0,8.50,姚本輝,P F Yiu,4.0,5.0
2018-07-11 00:00:00,HV,1,GOOD TO FIRM,STREET CAT HANDICAP,TURF - "A" Course,660000,Class 5,1650M,5,3.0,MONEY WINNER,M F Poon,Y S Tsui,127,1057,3,1-1/2,7 6 5 5,1:41.01,3.5,A055,萬里威揚 ,A055,MONEY WINNER,----,Mastercraftsman,Just A Dream,PPG,NZ,6.0,2012-11-10 00:00:00,Poon M.F.,潘明輝,35,--,37,--,50,--,42,--,47,--,454,43238600.0,7.7,潘明輝,M F Poon,Tsui Y.S.,徐雨石,40,1,46,--,40,--,40,1,43,1,523,44427620.0,7.60,徐雨石,Y S Tsui,5.0,8.0
