Horse No.,Last 6 Runs,Colour,Horse,Brand No.,Jockey,Over Wt.,Draw,Trainer,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Best Time,Age,WFA,Sex,Season Stakes,Priority,Gear,Owner,Sire,Dam,Import Cat.,AWT,road,dist,going,class,raceNo,raceCourse,SireRank,DamRank,Win_x,2nd_x,3rd_x,4th_x,5th_x,Total Rides_x,Stakes Won_x,Win_y,2nd_y,3rd_y,4th_y,5th_y,Total Rides_y,Stakes Won_y
5,4/3/2/3/5/4,,GLORIOUS ARTIST,B210,Z Purton,,5,F C Lor,87,-1,1104,+7,1.37.77,5,-,g,2859600,1,,Tam Ping Chi,Zoffany,Queenie Keen,PP,121.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 2,6,ST,6.0,4.0,22.0,0.0,0.0,0.0,0.0,525,$184804365,15.0,0.0,0.0,0.0,0.0,355,$122571500
6,10,,PARTY TOGETHER,C210,T H So,,3,L Ho,87,0,1035,+5,,4,-,g,0,1,SR/H1,So Kai Sing,Poet's Voice,Kammaan,PP,119.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 2,6,ST,10.0,10.0,3.0,0.0,0.0,0.0,0.0,158,$4797125,8.0,0.0,0.0,0.0,0.0,351,$28372790
7,1/14/7/5/2/1,,ROYAL PERFORMER,V405,C Y Ho,,8,C Fownes,86,+6,1043,-7,1.37.22,6,-,g,854850,1,H/PC,Purviz R Shroff,Medicean,Quadri,PP,120.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 2,6,ST,nan,nan,10.0,0.0,0.0,0.0,0.0,443,$55460740,7.0,0.0,0.0,0.0,0.0,383,$41599150
8,8/9/10/6/6/10,,STIMULATION,B351,K Teetan,,6,A S Cruz,82,-1,1000,-7,,5,-,g,68250,2,CP/TT,The Executors of the Estate of the late Hui Sai Fun,Deep Impact,Baahama,PP,116.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 2,6,ST,nan,nan,13.0,0.0,0.0,0.0,0.0,555,$95338160,10.0,0.0,0.0,0.0,0.0,464,$93973550
9,8/9/5/6/9/1,,PEOPLE'S KNIGHT,T305,K C Leung,1,2,J Moore,81,-2,1171,0,1.37.68,6,-,g,1079100,1,B/TT,Mr & Mrs James Tien Pei Chun,Exceed And Excel,Allegra,PPG,115.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 2,6,ST,5.0,9.0,5.0,0.0,0.0,0.0,0.0,380,$35009625,13.0,0.0,0.0,0.0,0.0,410,$104851100
10,11/10/8/11/6,,PACKING WARRIOR,C069,M Chadwick,,4,A S Cruz,80,-3,1195,+5,,4,-,g,0,3,CP/TT,Edmond Lee Man Bun,Dabirsim,Next Holy,PP,114.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 2,6,ST,7.0,11.0,5.0,0.0,0.0,0.0,0.0,378,$28320850,10.0,0.0,0.0,0.0,0.0,464,$93973550
1,3/6/4/9/3/2,,ENCORE BOY,A177,K H Chan,,6,P F Yiu,80,+1,1147,-6,1.08.38,5,-,g,1041600,+ 1,,Joy Plus Luck Syndicate,Smart Missile,Miss Bellezza,PPG,123.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,6.0,6.0,10.0,0.0,0.0,0.0,0.0,40,$4468050,6.0,0.0,0.0,0.0,0.0,346,$31737600
2,7/9/6/7/12/8,,MEGA RED,V078,R Bayliss,,4,C W Chang,78,-2,1166,+15,1.08.12,7,-,g,0,* 1,H-/B2,Mok Kam Hung & Michael Mok Kwan Yuen,More Than Ready,Special Cuvee,PP,131.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,7.0,7.0,4.0,0.0,0.0,0.0,0.0,114,$6728975,4.0,0.0,0.0,0.0,0.0,291,$14110775
3,9/1/10/2/4/1,,JUST NOT LISTENING,B192,C Schofield,,1,J Moore,74,0,1198,-24,1.08.78,4,-,g,2270100,+ 1,CP,Lui Ming Ho,Star Witness,High Aspirations,PPG,127.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,6.0,1.0,8.0,0.0,0.0,0.0,0.0,341,$42621250,13.0,0.0,0.0,0.0,0.0,410,$104851100
4,4/8/6/7/12/8,,FANTASTIC FABIO,V364,T H So,,9,C H Yip,61,-2,1166,-9,1.09.82,5,-,g,1389200,1,,Pauline Ngan Po Ling & Ngan Hei Keung,Hidden Dragon,Fantastic Flo Jo,PPG,112.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,7.0,7.0,3.0,0.0,0.0,0.0,0.0,158,$4797125,8.0,0.0,0.0,0.0,0.0,458,$35142225
5,5/5/3/6/7/14,,JOYFUL MOMENTS,T134,C Wong,,10,R Gibson,72,-1,1150,+5,1.08.39,7,-,g,496800,+ 1,B,Raymond Chow Wai Kam & Lau Wing Sang,Sequalo,Cheer Girl,PPG,120.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,5.0,5.0,12.0,0.0,0.0,0.0,0.0,326,$38085325,7.0,0.0,0.0,0.0,0.0,337,$41529695
6,6/4/5/7/12/14,,HANDSOME REBEL,B469,Z Purton,,3,Y S Tsui,71,-2,1036,-10,,3,-,g,434700,+ 1,B/H,Richard Cheng Liquan & Zhou Xuan,Denman,London Rebel,PP,124.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,5.0,nan,22.0,0.0,0.0,0.0,0.0,525,$184804365,8.0,0.0,0.0,0.0,0.0,449,$36322960
7,13,,E GENERATION,C322,A Domeyer,,8,K L Man,70,0,1105,-7,,3,-,g,0,+ 1,,Jeffrey Yim Tsz Yu,I Am Invincible,North Pole Dancer,PP,123.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,9.0,13.0,15.0,0.0,0.0,0.0,0.0,13,$1766400,6.0,0.0,0.0,0.0,0.0,353,$23743655
8,2/7/10/4/10,,MASSIVE POCKET,B246,C Y Ho,,7,K W Lui,68,+2,1048,+14,1.08.49,5,-,g,0,+ 1,XB1,Chan Kam Hung,Stratum,Sprung,PP,121.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,4.0,nan,10.0,0.0,0.0,0.0,0.0,443,$55460740,7.0,0.0,0.0,0.0,0.0,332,$31537875
9,5/6/12,,CASA DE FORCA,C289,M Chadwick,,12,A S Cruz,66,-2,1176,-5,,4,-,g,131100,+ 1,TT,Leslie Tang Wai Yip,Siyouni,Storma,PP,119.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,8.0,6.0,5.0,0.0,0.0,0.0,0.0,378,$28320850,10.0,0.0,0.0,0.0,0.0,464,$93973550
10,12/10,,HAPPY FUN,B316,M F Poon,,5,C S Shum,66,-4,1156,+20,,5,-,g,0,* 1,H-/B1/TT,Ngan Pui Ying & Ngan Ng Yu Ying,Darci Brahma,Mystery Creek,PP,116.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,5.0,nan,7.0,0.0,0.0,0.0,0.0,389,$35001695,10.0,0.0,0.0,0.0,0.0,396,$45020880
11,2/4/1/4,,COBY OPPA,C192,K Teetan,,11,F C Lor,65,+1,1073,-12,1.09.14,3,-,g,1752600,+ 1,TT,Abterra Syndicate,The Factor,Amazing Tale,PPG,118.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,2.0,2.0,13.0,0.0,0.0,0.0,0.0,555,$95338160,15.0,0.0,0.0,0.0,0.0,355,$122571500
12,11/13/9/9/9/10,,CAO CAO,B431,G van Niekerk,,2,A T Millard,63,-2,1143,+11,,4,-,g,0,+ 1,B,King Kong V Racing Syndicate,Fastnet Rock,Serenada,PP,116.0,ALL WEATHER TRACK,1200M,WET SLOW,Class 3,7,ST,5.0,nan,7.0,0.0,0.0,0.0,0.0,322,$32053775,12.0,0.0,0.0,0.0,0.0,282,$41467710
1,12/4/9/10/9/11,,JADE FORTUNE,V020,K H Chan,,6,K L Man,80,-1,1106,+5,1.38.06,6,-,g,1296750,+ 1,B/H,Christy Ng Ling Ling,Showcasing,Shades Of Silk,PP,123.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,10.0,12.0,10.0,0.0,0.0,0.0,0.0,40,$4468050,6.0,0.0,0.0,0.0,0.0,353,$23743655
2,1/1/5/3/6/9,,CHUNG WAH SPIRIT,A168,Z Purton,,4,C H Yip,78,+9,1087,+10,1.38.30,5,-,g,1566300,1,P/TT,Chung Wah Racing Syndicate,Dash For Cash,Letter From France,PP,131.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,nan,nan,22.0,0.0,0.0,0.0,0.0,525,$184804365,8.0,0.0,0.0,0.0,0.0,458,$35142225
3,14/11/10/5/12/8,,HANG'S DECISION,T262,K C Ng,,13,W Y So,76,-2,1094,-15,1.38.01,7,-,g,1973400,1,B/H,Wong Yuet Sing & Tony Wong Sze Ho,Postponed,Bislieri,PPG,126.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,5.0,nan,0.0,0.0,0.0,0.0,0.0,74,$1124275,5.0,0.0,0.0,0.0,0.0,417,$29199425
4,7/12,,OWNERS' STAR,B427,C Schofield,,14,C S Shum,76,-2,1035,+14,1.40.11,4,-,g,0,+ 1,H/TT,HK Horseowners Syndicate,Farhh,Manila Bay,PP,129.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,nan,nan,8.0,0.0,0.0,0.0,0.0,341,$42621250,10.0,0.0,0.0,0.0,0.0,396,$45020880
5,7/4/9/2/9/8,,VOLPINO,B161,U Rispoli,,1,T P Yung,76,-2,1094,-4,1.39.29,5,-,g,454650,+ 1,H/XB/TT,Richard Hui Chung Yee,Foxwedge,Bright Heart,PP,129.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,8.0,7.0,6.0,0.0,0.0,0.0,0.0,409,$31165425,6.0,0.0,0.0,0.0,0.0,318,$27123515
6,11/6/13/14,,DRAGON COMMANDER,C208,A Domeyer,,12,D E Ferraris,74,-2,1086,+11,1.40.35,4,-,g,0,* 1,,Au Kai Kwong,Motivator,Alamagna,PP,127.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,11.0,11.0,15.0,0.0,0.0,0.0,0.0,13,$1766400,5.0,0.0,0.0,0.0,0.0,394,$22761940
7,2/1/3/4/6/10,,PING HAI TREASURE,B407,J Moreira,,10,J Size,73,+2,1101,-1,1.37.32,4,-,g,2118300,+ 1,P,Zeng Jiaxin,Oasis Dream,Astronomy Domine,PP,126.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,8.0,1.0,18.0,0.0,0.0,0.0,0.0,338,$100795525,15.0,0.0,0.0,0.0,0.0,415,$121801450
8,12/2/9/1/3/10,,GAMEPLAYER EMPEROR,B207,K C Leung,,2,F C Lor,72,0,1005,-19,1.39.01,4,-,g,1331700,2,B,Lam Yau Pik,Gio Ponti,Escape To Victory,PP,125.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,nan,nan,5.0,0.0,0.0,0.0,0.0,380,$35009625,15.0,0.0,0.0,0.0,0.0,355,$122571500
9,12/8/3/2/3/9,,FAMOUS WARRIOR,B219,C Y Ho,,9,A S Cruz,70,-2,1146,-8,1.38.65,5,-,g,1007400,+ 1,B/TT,Lam Hiu Ngai,Husson,Danehill Smile,PP,123.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,4.0,nan,10.0,0.0,0.0,0.0,0.0,443,$55460740,10.0,0.0,0.0,0.0,0.0,464,$93973550
10,12/10/9/1/12/7,,MONGOLIAN LEGEND,B317,M L Yeung,,3,Y S Tsui,70,-1,1154,+4,1.38.59,5,-,g,786600,+ 1,B-/P2,Ma Chun Ling,Fastnet Rock,Purde,PP,121.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,5.0,nan,5.0,0.0,0.0,0.0,0.0,330,$21071950,8.0,0.0,0.0,0.0,0.0,449,$36322960
11,4/6/7/10/2/1,,NUCLEAR POWER,A244,M F Poon,,11,D J Hall,68,-1,1073,-2,1.37.99,5,-,g,1221300,+ 1,,Ngai Man & Amy Wang Hong,Equiano,Miss Rimex,PP,118.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,7.0,6.0,7.0,0.0,0.0,0.0,0.0,389,$35001695,5.0,0.0,0.0,0.0,0.0,318,$28633150
12,5/10/11/12/11/7,,WILLIE WAY,T281,G van Niekerk,,8,P O'Sullivan,68,-2,1132,+2,1.37.81,7,-,g,1297200,+ 1,B,Henry Chuang Yueheng,More Than Ready,Dizelle,PPG,121.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,7.0,10.0,7.0,0.0,0.0,0.0,0.0,322,$32053775,6.0,0.0,0.0,0.0,0.0,288,$23773460
13,5/1/9/4/3/1,,IMPERIAL CONCORDE,P425,K Teetan,,5,F C Lor,67,0,1092,-1,1.38.25,9,-,g,1000500,* 1,CP/TT,Mr & Mrs Horatio Ho Yiu Wing Ho Garrick Sai Man and Ho Leslie Sai Kit,High Chaparral,Irish Style,PP,120.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,8.0,nan,13.0,0.0,0.0,0.0,0.0,555,$95338160,15.0,0.0,0.0,0.0,0.0,355,$122571500
14,12/8/12/12/6/10,,TANG FLEMING,A067,C Wong,,7,C W Chang,65,-2,1179,+1,1.37.96,6,-,g,765900,* 1,B/TT,Tang Xiao Dan,Makfi,High Cross,PP,113.0,ALL WEATHER TRACK,1650M,WET SLOW,Class 3,8,ST,8.0,nan,12.0,0.0,0.0,0.0,0.0,326,$38085325,4.0,0.0,0.0,0.0,0.0,291,$14110775
