Horse No.,Last 6 Runs,Colour,Horse,Brand No.,Jockey,Over Wt.,Draw,Trainer,Rtg.,Rtg.+/-,Horse Wt. (Declaration),Wt.+/- (vs Declaration),Best Time,Age,WFA,Sex,Season Stakes,Priority,Gear,Owner,Sire,Dam,Import Cat.,AWT,road,dist,going,class,raceNo,raceCourse,SireRank,DamRank,Win_x,2nd_x,3rd_x,4th_x,5th_x,Total Rides_x,Stakes Won_x,Win_y,2nd_y,3rd_y,4th_y,5th_y,Total Rides_y,Stakes Won_y
14,12/12/13/12/13/7,,KING MORTAR,A097,K C Ng,,1,L Ho,42,-3,1109,+11,1.25.24,5,-,g,202400,* 1,H-/P-/TT,Calvin Chan Wai Pong,Street Boss,Whisper Her Name,PP,112.0,TURF - C Course,1400M,GOOD,Class 4,5,ST,8.0,12.0,0.0,0.0,0.0,0.0,0.0,74,$1124275,8.0,0.0,0.0,0.0,0.0,351,$28372790
1,11/4/1/4/5/4,,VOYAGE STAR,C098,M L Yeung,,2,T P Yung,58,0,1195,+2,1.09.96,3,-,g,754400,1,V/TT,Ching Chi Fai,Guillotine,Next Century,PPG,131.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,7.0,11.0,5.0,0.0,0.0,0.0,0.0,330,$21071950,6.0,0.0,0.0,0.0,0.0,318,$27123515
2,11/7/8/5/7/4,,DIAMOND DRAGON,V002,W L Ho,,8,K W Lui,55,-2,1108,-19,1.09.51,7,-,g,213900,+ 1,,Ng Kwok Kay,Not A Single Doubt,Umatilly,PP,130.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,8.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,7.0,0.0,0.0,0.0,0.0,332,$31537875
3,7/12/8/7/8/12,,EPTIMUM,B305,T H So,,10,L Ho,55,-2,1118,-8,1.09.38,4,-,g,172200,* 1,H/TT,Derek Tam Lap Tak,Snitzel,Paramount,PP,128.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,6.0,10.0,3.0,0.0,0.0,0.0,0.0,158,$4797125,8.0,0.0,0.0,0.0,0.0,351,$28372790
4,2/12/5/9/3/4,,SUPER EIGHTEEN,A323,A Domeyer,,11,A T Millard,55,+2,1253,+10,1.10.01,5,-,g,395600,1,B,Tony Lau Yiu Tong & Lau Yi Fai,Casamento,Three Times,ISG,130.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,12.0,nan,15.0,0.0,0.0,0.0,0.0,13,$1766400,12.0,0.0,0.0,0.0,0.0,282,$41467710
5,5/12/3/4/11/1,,FRESH POWER,B067,G van Niekerk,,4,Y S Tsui,54,-1,1021,-5,1.10.10,5,-,g,855600,1,B/TT,Alan Wong Chi Kei & Oscar Wong Wing Lun,Makfi,Bannisters,PPG,129.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,8.0,nan,7.0,0.0,0.0,0.0,0.0,322,$32053775,8.0,0.0,0.0,0.0,0.0,449,$36322960
6,4/5/5/1/1/12,,SPEEDY DRAGON,B185,C Y Ho,,9,D J Hall,54,0,1075,+7,1.09.56,4,-,g,1370800,1,,Super Excellent Partners Syndicate,Exceed And Excel,Innovation Girl,PPG,129.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,5.0,4.0,10.0,0.0,0.0,0.0,0.0,443,$55460740,5.0,0.0,0.0,0.0,0.0,318,$28633150
7,4,,BEAUTY APPLAUSE,C228,J Moreira,,3,J Size,52,0,1098,-24,1.10.11,3,-,g,579600,1,TT,Junbon Chan Chun Bong,Stratum,Easy Step,PPG,127.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,4.0,nan,18.0,0.0,0.0,0.0,0.0,338,$100795525,15.0,0.0,0.0,0.0,0.0,415,$121801450
8,14,,DIVINE POWER,C175,R Bayliss,,1,P F Yiu,52,0,1082,-29,1.11.48,3,-,g,0,* 2,H,Lok Yuet Kwan,Sebring,Sharp Secretary,PPG,127.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,6.0,14.0,4.0,0.0,0.0,0.0,0.0,114,$6728975,6.0,0.0,0.0,0.0,0.0,346,$31737600
9,-,,SNORLAX,C349,U Rispoli,,12,D E Ferraris,52,-,1069,-,,4,-,g,0,1,,Kenneth Lai Kang Sang,Alamosa,Creil,PPG,127.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,7.0,11.0,6.0,0.0,0.0,0.0,0.0,409,$31165425,5.0,0.0,0.0,0.0,0.0,394,$22761940
10,6,,SUNSHINE WARRIOR,C360,K Teetan,,6,A S Cruz,52,0,1156,-11,1.10.13,4,-,g,0,1,TT,Jenny Tam Yuk Ching,Pierro,Keep The Peace,PPG,127.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,6.0,6.0,13.0,0.0,0.0,0.0,0.0,555,$95338160,10.0,0.0,0.0,0.0,0.0,464,$93973550
11,3/5/8/10/4,,JIMSON THE DRAGON,C017,Z Purton,,5,C H Yip,48,+1,1010,+9,1.10.56,4,-,g,193200,+ 2,TT,Raymond Leung Yim San Leung Chung Wai & Leung Chung Shun,Smart Missile,Pyrography,PPG,123.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,6.0,nan,22.0,0.0,0.0,0.0,0.0,525,$184804365,8.0,0.0,0.0,0.0,0.0,458,$35142225
12,13/12/4/11/12/6,,LITTLE ISLAND,T390,H Lam,,7,K L Man,43,-2,1042,-5,,7,-,g,771880,* 2,,Ko Kam Piu,Tavistock,Keep Alight,PP,118.0,TURF - C Course,1200M,GOOD,Class 4,6,ST,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0,$0,6.0,0.0,0.0,0.0,0.0,353,$23743655
1,3/6/1/8/12/9,,JOLLY BANNER,V077,M F Poon,,14,P F Yiu,108,0,1049,-7,1.21.04,7,-,g,2456250,,B,Mr & Mrs Kenny Cheng Tsin Ki,Lonhro,Valkyrie Diva,PP,133,TURF - C Course,1400M,GOOD,Class 1,7,ST,4.0,nan,7.0,0.0,0.0,0.0,0.0,389,$35001695,6.0,0.0,0.0,0.0,0.0,346,$31737600
2,5/8/2,,THE ALFONSO,V627,W L Ho,,13,J Lau,107,-3,1162,-6,1.21.70,8,-,h,0,,PC/TT,Chen Ching Lung & Dato K S Yap,Magnus,Princess Baxaar,VIS,132,TURF - C Course,1400M,GOOD,Class 1,7,ST,5.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0.0,0.0,0.0,0.0,0,$0
3,-,,MISTER KAOPU,B831,R Maia,,4,S H Cheong,106,-,1145,-,,6,-,g,0,,P,Mok Shing Fung & Dr Lee Koon Leong,Redoute's Choice,Fleeting Touch,VIS,131,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0.0,0.0,0.0,0.0,0,$0
4,8/7/8/8/5/6,,BORN IN CHINA,T103,M L Yeung,,3,K W Lui,105,-4,1091,-6,1.20.62,8,-,g,1958125,,,Guo Qin Jun Kwok Ho & Chiu Yi,Shamardal,Pearl Dance,PP,130,TURF - C Course,1400M,GOOD,Class 1,7,ST,8.0,nan,5.0,0.0,0.0,0.0,0.0,330,$21071950,7.0,0.0,0.0,0.0,0.0,332,$31537875
5,9/11/1/2/10/3,,MISSION TYCOON,B224,J Moreira,,11,F C Lor,102,0,1258,+7,1.22.20,4,-,g,8926000,,V-/B2/TT,Elite Leisure Syndicate,Written Tycoon,Lakemba Gold,PP,127,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,9.0,18.0,0.0,0.0,0.0,0.0,338,$100795525,15.0,0.0,0.0,0.0,0.0,355,$122571500
6,6/4/2/7/4/1,,MORETHANLUCKY,A039,K Teetan,,10,F C Lor,102,-1,1194,0,1.20.98,5,-,g,2570500,,B,Funs of Family Racing Syndicate,Per Incanto,Viking Angel,PP,127,TURF - C Course,1400M,GOOD,Class 1,7,ST,8.0,nan,13.0,0.0,0.0,0.0,0.0,555,$95338160,15.0,0.0,0.0,0.0,0.0,355,$122571500
7,9/3/1/1/1/4,,ENCOURAGING,B109,C Y Ho,,7,J Moore,100,0,1040,-18,1.21.53,5,-,g,3619650,,B/TT,Ada Wong Yin Man,Redoute's Choice,Miss Marielle,PP,125,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,9.0,10.0,0.0,0.0,0.0,0.0,443,$55460740,13.0,0.0,0.0,0.0,0.0,410,$104851100
8,2/8/2/1/6/13,,GOOD STANDING,B105,Z Purton,,5,J Moore,99,+2,1258,-5,1.21.74,5,-,g,3963000,,B/XB1/TT-,Martin Siu Kim Sun,Artie Schiller,Elahi,PP,124,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,2.0,22.0,0.0,0.0,0.0,0.0,525,$184804365,13.0,0.0,0.0,0.0,0.0,410,$104851100
9,-,,PEARL GREEN,C829,O Chavez,,9,K H Leong,97,-,1164,-,,5,-,g,157500,,CP,Chan Ming Wing,Fastnet Rock,The Hamptons,VIS,122,TURF - C Course,1400M,GOOD,Class 1,7,ST,5.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0.0,0.0,0.0,0.0,0,$0
10,6/8/5/6/1/2,,WORLD RECORD,V040,A Domeyer,1,8,A T Millard,93,-2,1116,+9,1.21.44,6,-,g,2720250,,XB,William Ching Hon Kuen & Raymond Ching Wei Man,Savabeel,Run Brony Run,PPG,118,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,6.0,15.0,0.0,0.0,0.0,0.0,13,$1766400,12.0,0.0,0.0,0.0,0.0,282,$41467710
11,1/3/1/11/5/7,,LEAN PERFECTION,B040,G van Niekerk,,1,C H Yip,92,+5,1159,+6,1.22.02,4,-,g,2865675,,,Cheng Wan Wai,Sebring,Suzy Rocks,PPG,117,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,nan,7.0,0.0,0.0,0.0,0.0,322,$32053775,8.0,0.0,0.0,0.0,0.0,458,$35142225
12,4/5/7/2/2/3,,SUPERICH,B257,U Rispoli,1,12,F C Lor,92,0,1121,+1,1.21.62,4,-,g,2054100,,SR/TT,Crown Glory Syndicate,Red Giant,Daly Charm,PPG,117,TURF - C Course,1400M,GOOD,Class 1,7,ST,4.0,4.0,6.0,0.0,0.0,0.0,0.0,409,$31165425,15.0,0.0,0.0,0.0,0.0,355,$122571500
13,-,,WICHITA LINESMAN,C830,H Lam,2,2,S H Cheong,83,-,1039,-,,6,-,g,0,,PS,Bada Chan Yu Fung,Danehill Express,Icicles,VIS,113,TURF - C Course,1400M,GOOD,Class 1,7,ST,nan,nan,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0.0,0.0,0.0,0.0,0,$0
14,-,,DUKE DA VEGA,C831,W Smith,2,6,K C Tse,81,-,1045,-,,6,-,g,0,,PC,Golden Pistols Racing Syndicate,Lope de Vega,Lime Squeeze,VIS,113,TURF - C Course,1400M,GOOD,Class 1,7,ST,6.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,0.0,0.0,0.0,0.0,0.0,0,$0
1,2/1/12/2/13/10,,TEAM SPIRIT,B230,C Schofield,,12,W Y So,75,+2,1183,-13,1.09.21,4,-,g,2180400,+ 1,B,Pang Wai Hak Pang Ka Yeung & Andy Pang Ka Wai,Strategic,Forget Ima Lady,PPG,132.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,6.0,2.0,8.0,0.0,0.0,0.0,0.0,341,$42621250,5.0,0.0,0.0,0.0,0.0,417,$29199425
2,4/4/3/7,,UTOPIA LIFE,C166,Z Purton,,11,K L Man,73,0,1122,-9,,3,-,g,324300,+ 1,B,Tam Ho Man,Wicked Style,Camphor,PP,130.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,nan,nan,22.0,0.0,0.0,0.0,0.0,525,$184804365,6.0,0.0,0.0,0.0,0.0,353,$23743655
3,10,,SPACE,C339,M L Yeung,,7,Y S Tsui,72,0,1107,+1,,3,-,g,0,+ 1,B-,Michael Wong Tak Choy & Frankie Wong,Showcasing,Shuswap,PP,127.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,10.0,10.0,5.0,0.0,0.0,0.0,0.0,330,$21071950,8.0,0.0,0.0,0.0,0.0,449,$36322960
4,1/3/1/2,,SUPER MISSILE,B081,W L Ho,,6,F C Lor,71,+10,1230,-38,1.10.36,4,-,g,0,+ 1,,Happy Project Syndicate,Smart Missile,Hula Here,PPG,128.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,6.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,15.0,0.0,0.0,0.0,0.0,355,$122571500
5,-,,SHARP STYLE,C200,A Domeyer,,2,A T Millard,70,-,1118,-,,4,-,g,0,+ 1,B1,Mr & Mrs Tung Woo Ping Tung Wai Shing and Tung Sau Man,Style Vendome,Sloane de Borepair,PP,127.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,nan,nan,15.0,0.0,0.0,0.0,0.0,13,$1766400,12.0,0.0,0.0,0.0,0.0,282,$41467710
6,8/6,,UNIQUE TREASURE,C141,U Rispoli,,1,K H Ting,69,-2,1101,+4,,4,-,g,0,* 1,H/XB,Tsoi Wai,Exceed And Excel,Aria Di Festa,PP,126.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,5.0,nan,6.0,0.0,0.0,0.0,0.0,409,$31165425,13.0,0.0,0.0,0.0,0.0,248,$24169720
7,4/1/3/8/6/4,,NORDIC WARRIOR,B371,M Chadwick,,3,R Gibson,67,0,1082,+1,1.09.92,4,-,g,1988700,1,B,Edmond Yue Kwok Yin,Dutch Art,Girl Power,ISG,124.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,4.0,4.0,5.0,0.0,0.0,0.0,0.0,378,$28320850,7.0,0.0,0.0,0.0,0.0,337,$41529695
8,2/11/6/4/8,,FIRST RESPONDER,C205,G van Niekerk,,5,J Moore,70,+4,1132,-14,1.10.02,3,5,g,434700,+ 1,TT,Hong Kong St John Presidents Club Syndicate,Helmet,Capote West,PP,122.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,5.0,nan,7.0,0.0,0.0,0.0,0.0,322,$32053775,13.0,0.0,0.0,0.0,0.0,410,$104851100
9,4/6/10/3/9/2,,AEROHAPPINESS,B249,J Moreira,,10,J Size,64,+3,1254,+8,1.09.10,4,-,g,862500,+ 1,,Fortune Owners Syndicate,Zacinto,In The Mood,PPG,121.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,6.0,5.0,18.0,0.0,0.0,0.0,0.0,338,$100795525,15.0,0.0,0.0,0.0,0.0,415,$121801450
10,6/2/6/8/11/5,,CALIFORNIA GUNGHO,B204,C Y Ho,,9,A S Cruz,63,0,1113,-8,1.10.16,4,-,g,641700,+ 1,B/TT,Chester Liang Jun Yu,Shakespearean,Less Crazy,PP,120.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,2.0,2.0,10.0,0.0,0.0,0.0,0.0,443,$55460740,10.0,0.0,0.0,0.0,0.0,464,$93973550
11,3/1/4/7/3/5,,CHARIZARD,B463,K Teetan,,8,D E Ferraris,63,0,1006,-27,1.09.67,4,-,g,1759500,+ 1,TT,Michelle Chan Kam Ha,Onemorenomore,Whatsaname,PPG,120.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,5.0,3.0,13.0,0.0,0.0,0.0,0.0,555,$95338160,5.0,0.0,0.0,0.0,0.0,394,$22761940
12,11/6/11/7/9/8,,THE JUDGE,A147,R Bayliss,,4,C Fownes,63,-2,1035,-13,1.09.70,6,-,g,834900,1,H/TT,Eddie Junior Yau,Align,Annalee,PP,120.0,TURF - C Course,1200M,GOOD,Class 3,8,ST,8.0,8.0,4.0,0.0,0.0,0.0,0.0,114,$6728975,7.0,0.0,0.0,0.0,0.0,383,$41599150
1,8/9/5/7/2/7,,JUMBO LUCK,V068,C Y Ho,,8,K W Lui,100,-2,1194,-14,0.55.43,6,-,g,984750,1,,Conrad Fung Kwok Keung & Chris Fung Kwok Hung,Reward For Effort,Maid In Secret,PPG,128.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,8.0,9.0,10.0,0.0,0.0,0.0,0.0,443,$55460740,7.0,0.0,0.0,0.0,0.0,332,$31537875
2,7/9/6/5/9/8,,CALIFORNIA WHIP,A114,U Rispoli,,13,A S Cruz,98,-2,1163,-1,,6,-,g,316125,* 1,B/H/TT,Liang Lo Ching Yung,Giant's Causeway,Canterbury Lace,PP,126.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,7.0,7.0,6.0,0.0,0.0,0.0,0.0,409,$31165425,10.0,0.0,0.0,0.0,0.0,464,$93973550
3,1/1/5/9/9/4,,RAGING STORM,B173,J Moreira,,11,J Size,93,+6,1130,+3,,4,-,g,2291250,1,PC,Hayden Pong Hei Ting,Fastnet Rock,Carry On Cutie,PPG,121.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,5.0,nan,18.0,0.0,0.0,0.0,0.0,338,$100795525,15.0,0.0,0.0,0.0,0.0,415,$121801450
4,12/2/10/6/4/4,,SAUL'S SPECIAL,A293,Z Purton,,9,C W Chang,92,0,1115,+6,0.55.60,5,-,g,1891500,+ 1,B/H,Chen Zhuo Lin,Charge Forward,Cortina Gal,PP,120.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,3.0,nan,22.0,0.0,0.0,0.0,0.0,525,$184804365,4.0,0.0,0.0,0.0,0.0,291,$14110775
5,8/1/2/1/1/1,,REFINED TREASURE,B065,A Domeyer,1,5,A T Millard,90,0,1043,-3,0.55.41,4,-,g,1844100,+ 1,XB,Lun Kwok Wai Alan Lun Yue Hang & Ng Kam Kwan,Lope de Vega,Spyglass Hill,PPG,118.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,6.0,8.0,15.0,0.0,0.0,0.0,0.0,13,$1766400,12.0,0.0,0.0,0.0,0.0,282,$41467710
6,1/12/1/8/10/1,,SPEED VISION,B211,K H Chan,,14,F C Lor,88,+7,1171,+12,0.57.98,4,-,g,2359800,1,B/TT,Yeung Pak Yau,Helmet,Sunburnt,PPG,106.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,5.0,1.0,10.0,0.0,0.0,0.0,0.0,40,$4468050,15.0,0.0,0.0,0.0,0.0,355,$122571500
7,4/12/7/9/9/6,,BALTIC WHISPER,B216,G van Niekerk,,2,C S Shum,87,0,1128,-4,0.55.82,5,-,g,117000,1,B/TT,Mr & Mrs Hans Michael Jebsen,Charge Forward,Le Sillage,PP,115.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,3.0,nan,7.0,0.0,0.0,0.0,0.0,322,$32053775,10.0,0.0,0.0,0.0,0.0,396,$45020880
8,6/7/2/4/6/5,,SUPER TURBO,V310,C Schofield,,4,D J Hall,93,-2,1062,+13,0.56.56,6,-,h,947250,1,B,Ronald Ma Chun Ho,Royal Applause,Bright Snow,PP,121.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,12.0,nan,8.0,0.0,0.0,0.0,0.0,341,$42621250,5.0,0.0,0.0,0.0,0.0,318,$28633150
9,3/10/5/6/9/9,,FABULOUS ONE,T005,C Wong,,7,R Gibson,85,0,1139,0,0.55.72,7,-,g,292500,+ 1,B/XB/TT,Fabulous Horse Syndicate,Elusive City,Beautiful Unicorn,PPG,108.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,7.0,nan,12.0,0.0,0.0,0.0,0.0,326,$38085325,7.0,0.0,0.0,0.0,0.0,337,$41529695
10,12/1/4,,MONTREAL,B338,K Teetan,,1,C Fownes,85,0,1163,-14,0.55.43,5,-,g,0,* 1,B/TT,Siu Pak Kwan,Lonhro,Cirque Du Soleil,PP,113.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,4.0,nan,13.0,0.0,0.0,0.0,0.0,555,$95338160,7.0,0.0,0.0,0.0,0.0,383,$41599150
11,2/1/3/4/2/1,,SPEEDY KING,A391,M Chadwick,,10,P F Yiu,85,+3,1149,+10,0.56.96,5,-,g,3581700,+ 1,,Eddie Chung Kwok Leung,Toorak Toff,County Tale,PPG,113.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,2.0,2.0,5.0,0.0,0.0,0.0,0.0,378,$28320850,6.0,0.0,0.0,0.0,0.0,346,$31737600
12,11/10/8/1/6/6,,BREEDERS' STAR,V197,M L Yeung,2,6,D E Ferraris,82,-1,1179,-8,0.56.16,6,-,g,1090200,+ 1,H,Hong Kong Breeders Club Syndicate,Jet Spur,Like The Wind,PP,111.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,10.0,10.0,5.0,0.0,0.0,0.0,0.0,330,$21071950,5.0,0.0,0.0,0.0,0.0,394,$22761940
13,5/9/5/5/4/3,,HINCHINLOVE,C001,K C Ng,,12,W Y So,82,-2,1141,-8,0.57.49,4,-,g,1213425,1,B-/TT,Rising Profit Syndicate,Hinchinbrook,Wildly Entertained,PP,110.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,5.0,7.0,0.0,0.0,0.0,0.0,0.0,74,$1124275,5.0,0.0,0.0,0.0,0.0,417,$29199425
14,6/9/1/2/4/4,,JADE THEATRE,A040,M F Poon,1,3,K L Man,82,0,1109,+24,0.56.43,5,-,g,1173000,* 1,B,Charles Tung Chung Ho Ronald Tung Pit Shing & Tung Pit Ching,Pluck,Miguelita,PP,110.0,TURF - C Course,1000M,GOOD,Class 2,9,ST,12.0,nan,7.0,0.0,0.0,0.0,0.0,389,$35001695,6.0,0.0,0.0,0.0,0.0,353,$23743655
1,11/5/6/2/7/12,,CALIFORNIA TURBO,C077,M Chadwick,,10,A S Cruz,74,-2,1132,+13,1.22.32,4,-,g,351900,2,B/TT,Howard Liang Yum Shing,Fastnet Rock,Celebria,PP,130.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,5.0,8.0,5.0,0.0,0.0,0.0,0.0,378,$28320850,10.0,0.0,0.0,0.0,0.0,464,$93973550
2,4/1/2/2/6/4,,HONEST WAY,B200,U Rispoli,,14,D E Ferraris,74,0,1208,+11,1.23.62,4,-,g,2116000,1,CP,Mr & Mrs Robert Lau Siu Kit,Per Incanto,Our Foil,PPG,130.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,8.0,4.0,6.0,0.0,0.0,0.0,0.0,409,$31165425,5.0,0.0,0.0,0.0,0.0,394,$22761940
3,-,,MR ALDAN,C323,W L Ho,,3,A S Cruz,74,-,1169,-,,3,-,g,0,+ 1,B1/TT1,Alan Lau Hok Lun & Fione Yip Sze Pui,Jet Spur,Besame Mucho,PP,130.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,10.0,nan,0.0,0.0,0.0,0.0,0.0,0,$0,10.0,0.0,0.0,0.0,0.0,464,$93973550
4,-,,MORE THAN THIS,C199,C Y Ho,,5,K W Lui,76,-,1205,-,,3,5,g,0,* 1,B1,Huang Kai Wen,Dutch Art,Striving,PP,127.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,4.0,nan,10.0,0.0,0.0,0.0,0.0,443,$55460740,7.0,0.0,0.0,0.0,0.0,332,$31537875
5,8/8/12,,BABY,C271,M L Yeung,,12,K H Ting,71,-2,1122,0,,3,-,g,0,+ 1,B,Hong Kong Young Owner Racing Syndicate,Medaglia d'Oro,Don't Blink,PP,125.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,10.0,8.0,5.0,0.0,0.0,0.0,0.0,330,$21071950,13.0,0.0,0.0,0.0,0.0,248,$24169720
6,7/2/1/8/7/4,,GUY DRAGON,B377,C Schofield,,1,W Y So,62,0,1124,-25,1.22.27,4,-,g,1568600,1,XB/TT,Vincent To Wai Keung,Dark Angel,Trip To The Moon,ISG,118.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,5.0,4.0,8.0,0.0,0.0,0.0,0.0,341,$42621250,5.0,0.0,0.0,0.0,0.0,417,$29199425
7,12/9/7/13/13/12,,FARSHAD,B238,M F Poon,,6,Y S Tsui,70,0,1082,-6,1.22.61,5,-,g,0,1,P,Yau Kwok Fai,Kendargent,Forever Midnight,PP,123.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,6.0,nan,7.0,0.0,0.0,0.0,0.0,389,$35001695,8.0,0.0,0.0,0.0,0.0,449,$36322960
8,7/7/1/2/1/1,,PICKEN,B311,J Moreira,,8,J Size,70,0,1158,-10,1.21.89,4,-,g,2196500,+ 1,,Dr Edwin Lam Chi Wan,Duporth,Baby Boom,PPG,126.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,5.0,7.0,18.0,0.0,0.0,0.0,0.0,338,$100795525,15.0,0.0,0.0,0.0,0.0,415,$121801450
9,12/8,,SHOUSON,C326,R Bayliss,,7,J Moore,68,-2,1117,-20,,3,-,g,0,+ 1,B,Vincent Li Hoi Yuen Justin Li Cheng Yan & Vivian Li Yi Mei,Star Witness,Fille The Joy,PP,124.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,6.0,12.0,4.0,0.0,0.0,0.0,0.0,114,$6728975,13.0,0.0,0.0,0.0,0.0,410,$104851100
10,13/8/6/5/5/4,,WINNING ENDEAVOUR,C048,K Teetan,,11,K L Man,67,-2,1071,-1,1.22.38,5,-,g,227700,1,H,Master Henry Syndicate,Casamento,Nesmeh,PP,123.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,12.0,13.0,13.0,0.0,0.0,0.0,0.0,555,$95338160,6.0,0.0,0.0,0.0,0.0,353,$23743655
11,4/3/9/5/3/4,,MIGHTY MAVERICK,V150,K H Chan,,13,C Fownes,66,+1,1157,0,1.21.19,7,-,g,1124700,+ 1,PC/TT,Peter Cheung Shu Wing,Snitzel,Thunder Belle,PP,112.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,6.0,4.0,10.0,0.0,0.0,0.0,0.0,40,$4468050,7.0,0.0,0.0,0.0,0.0,383,$41599150
12,1/1/5,,BAND OF BROTHERS,C135,Z Purton,,9,P O'Sullivan,65,+6,1172,-3,1.21.92,4,-,g,1384600,+ 1,,Z Power Syndicate,Sakhee's Secret,Jan Valachi,PPG,121.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,10.0,nan,22.0,0.0,0.0,0.0,0.0,525,$184804365,6.0,0.0,0.0,0.0,0.0,288,$23773460
13,6/11/2/7/9/10,,AMAZING CHOCOLATE,C059,G van Niekerk,,4,R Gibson,64,-2,1191,+4,1.22.18,4,-,g,303600,+ 1,B/H1,Antony Ip Ren Haw,Sepoy,Nanda Kot,PP,120.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,11.0,nan,7.0,0.0,0.0,0.0,0.0,322,$32053775,7.0,0.0,0.0,0.0,0.0,337,$41529695
14,10/10/14/10/11/11,,SPIRIT,B235,C Wong,,2,A T Millard,64,-3,976,-4,1.23.05,4,-,g,0,1,B2,Tony Yue Kwok Leung,Soldier Of Fortune,Dica,PP,115.0,TURF - C Course,1400M,GOOD,Class 3,10,ST,10.0,10.0,12.0,0.0,0.0,0.0,0.0,326,$38085325,12.0,0.0,0.0,0.0,0.0,282,$41467710
