B,H,TT,CP,V,XB,SR,P,PC,E,BO,PS,SB,Sex_c,Sex_f,Sex_g,Sex_h,Sex_r,going_GOOD,going_GOOD TO FIRM,going_GOOD TO YIELDING,going_YIELDING,raceCourse_HV,raceCourse_ST,Runs_6,Runs_5,Runs_4,Runs_3,Runs_2,Runs_1,TrainerRank,SireRank,horseRank,JockeyRank,Draw,Rtg.+/-,AWT,class,DamRank,HorseMatchRank,Age,Horse Wt. (Declaration),Wt.+/- (vs Declaration)
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,1.0,8.0,4.0,0.19047619047619047,1.0,0.25,0.30158730158730157,5.0,14.0,128.0,3.0,1.0,6.0,6.0,1074.0,7.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,7.0,8.0,6.0,1.0,0.3013698630136986,2.0,0.2857142857142857,0.52,3.0,3.0,121.0,3.0,2.0,7.0,5.0,1104.0,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,4.0,2.0,5.0,12.0,7.0,0.4,5.0,1.0,0.3170731707317073,8.0,-10.0,130.0,3.0,2.0,9.5,6.0,1081.0,23.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,5.0,10.0,10.0,6.0,0.3230769230769231,1.0,1.0,0.3392857142857143,7.0,-7.0,125.0,3.0,1.0,9.5,6.0,1018.0,9.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.764367816091954,6.612570356472795,6.5893675527039415,11.0,8.0,12.0,0.3230769230769231,4.0,0.0,0.17391304347826086,6.0,1.0,120.0,4.0,0.0,3.0,4.0,1078.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,10.0,11.0,8.0,11.0,0.34545454545454546,9.0,0.42857142857142855,0.23076923076923078,4.0,0.0,130.0,4.0,3.0,8.0,7.0,1176.0,7.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,5.0,4.0,8.0,10.0,0.2222222222222222,1.0,0.0,0.3392857142857143,2.0,11.0,111.0,4.0,0.0,3.0,6.0,1127.0,18.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,12.0,6.0,3.0,3.0,0.3013698630136986,1.0,0.3333333333333333,0.3064516129032258,8.0,7.0,120.0,4.0,1.0,6.0,8.0,1156.0,-23.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,12.0,8.0,9.0,2.0,12.0,0.3333333333333333,5.0,0.0,0.52,3.0,3.0,132.0,4.0,0.0,3.0,5.0,1115.0,16.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,6.0,2.0,8.0,4.0,7.0,0.27586206896551724,0.0,0.0,0.09090909090909091,1.0,8.0,127.0,4.0,0.0,3.0,9.0,1100.0,27.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,4.0,7.0,1.0,1.0,0.15151515151515152,2.0,0.0,0.21621621621621623,11.0,7.0,130.0,4.0,0.0,3.0,5.0,1148.0,-6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,5.0,6.0,7.0,8.0,8.0,0.4,3.0,0.375,0.3170731707317073,7.0,13.0,131.0,4.0,3.0,7.0,7.0,1145.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,6.0,12.0,9.0,5.0,1.0,0.2564102564102564,1.0,1.0,0.3924050632911392,10.0,-7.0,119.0,4.0,1.0,10.0,6.0,1083.0,13.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,5.0,4.0,3.0,4.0,0.3902439024390244,4.0,0.5714285714285714,0.30158730158730157,5.0,-15.0,131.0,4.0,4.0,9.0,5.0,1145.0,31.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,12.0,13.0,11.0,6.0,11.0,0.19047619047619047,5.0,0.375,0.06896551724137931,8.0,7.0,131.0,5.0,3.0,6.5,5.0,1050.0,3.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,7.0,9.0,4.0,6.0,10.0,0.15625,0.0,0.0,0.17391304347826086,4.0,-1.0,132.0,5.0,0.0,2.0,5.0,1104.0,2.0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,10.0,6.0,4.0,9.0,12.0,0.36486486486486486,3.0,0.3333333333333333,0.18604651162790697,3.0,18.0,130.0,5.0,2.0,4.5,4.0,1124.0,32.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,10.0,2.0,10.0,3.0,0.2564102564102564,4.0,0.0,0.52,5.0,13.0,133.0,5.0,0.0,2.0,6.0,1127.0,-5.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,13.0,10.0,12.0,2.0,11.0,0.19047619047619047,0.0,0.0,0.1509433962264151,7.0,7.0,114.0,5.0,0.0,2.0,5.0,1099.0,-11.0
